date,time,epicenter,緯度,経度,depth,magnitude,maxshindo,lat,lng
2007/1/1,0:50:07,播磨灘,34°31.6′N,134°14.8′E,12 km,3.2,震度２,34.52666667,134.2466667
2007/1/1,0:51:47,新島・神津島近海,34°15.5′N,139°13.8′E,11 km,2.4,震度１,34.25833333,139.23
2007/1/1,1:53:37,新島・神津島近海,34°15.5′N,139°13.6′E,11 km,2.4,震度１,34.25833333,139.2266667
2007/1/1,4:18:04,新島・神津島近海,34°14.3′N,139°16.8′E,13 km,2.9,震度２,34.23833333,139.28
2007/1/1,4:18:56,新島・神津島近海,34°13.9′N,139°16.8′E,12 km,2.8,震度１,34.23166667,139.28
2007/1/1,5:16:26,新島・神津島近海,34°14.1′N,139°16.9′E,13 km,3,震度２,34.235,139.2816667
2007/1/1,5:26:38,新島・神津島近海,34°15.3′N,139°14.4′E,10 km,2.3,震度１,34.255,139.24
2007/1/1,13:37:13,新島・神津島近海,34°15.4′N,139°14.2′E,11 km,2.2,震度１,34.25666667,139.2366667
2007/1/1,15:02:02,新島・神津島近海,34°15.2′N,139°13.6′E,12 km,2.1,震度１,34.25333333,139.2266667
2007/1/1,19:11:01,新島・神津島近海,34°15.7′N,139°14.2′E,11 km,2.3,震度１,34.26166667,139.2366667
2007/1/2,3:12:17,新島・神津島近海,34°14.5′N,139°14.7′E,2 km,2.8,震度２,34.24166667,139.245
2007/1/2,12:13:11,小笠原諸島西方沖,27°24.8′N,140°57.7′E,331 km,5.5,震度１,27.41333333,140.9616667
2007/1/2,22:46:34,新潟県中越地方,37°11.7′N,138°50.3′E,9 km,3.3,震度２,37.195,138.8383333
2007/1/2,23:17:49,日高地方東部,42°18.7′N,143°00.1′E,51 km,4,震度２,42.31166667,143.0016667
2007/1/3,12:13:48,長野県中部,36°11.5′N,138°17.4′E,6 km,2.5,震度１,36.19166667,138.29
2007/1/3,18:09:42,島根県西部,34°27.8′N,131°56.1′E,16 km,2.6,震度１,34.46333333,131.935
2007/1/4,0:40:05,茨城県沖,36°25.8′N,140°41.1′E,53 km,4.2,震度３,36.43,140.685
2007/1/4,7:40:45,父島近海,27°45.7′N,142°04.7′E,67 km,4.1,震度１,27.76166667,142.0783333
2007/1/4,8:47:49,東京湾,35°13.2′N,139°45.0′E,99 km,4,震度２,35.22,139.75
2007/1/4,17:13:32,埼玉県北部,36°08.8′N,139°03.1′E,14 km,2.2,震度１,36.14666667,139.0516667
2007/1/4,23:15:14,根室半島南東沖,43°02.6′N,146°53.0′E,56 km,3.8,震度１,43.04333333,146.8833333
2007/1/5,3:06:33,岐阜県美濃東部,35°24.3′N,137°18.6′E,54 km,4,震度３,35.405,137.31
2007/1/5,6:13:09,福島県会津,37°07.8′N,139°18.6′E,7 km,3,震度２,37.13,139.31
2007/1/5,6:40:59,栃木県南部,36°23.3′N,139°57.4′E,92 km,4,震度２,36.38833333,139.9566667
2007/1/5,20:36:23,新島・神津島近海,34°16.7′N,139°13.5′E,11 km,2,震度１,34.27833333,139.225
2007/1/6,1:18:03,宮崎県北部山沿い,32°32.2′N,131°05.5′E,143 km,3.9,震度１,32.53666667,131.0916667
2007/1/6,6:59:05,千葉県北西部,35°39.4′N,140°02.5′E,66 km,3.2,震度１,35.65666667,140.0416667
2007/1/6,12:12:14,京都府南部,35°14.9′N,135°19.1′E,11 km,3.1,震度１,35.24833333,135.3183333
2007/1/6,14:41:32,新島・神津島近海,34°16.5′N,139°14.4′E,10 km,2.2,震度１,34.275,139.24
2007/1/6,20:47:03,鹿児島県薩摩地方,31°56.6′N,130°22.1′E,8 km,2.4,震度１,31.94333333,130.3683333
2007/1/6,23:28:55,兵庫県南東部,35°11.6′N,135°06.1′E,15 km,3.1,震度１,35.19333333,135.1016667
2007/1/7,11:53:30,兵庫県南東部,35°11.5′N,135°06.0′E,14 km,3,震度１,35.19166667,135.1
2007/1/7,12:41:19,釧路沖,42°45.5′N,145°20.1′E,45 km,3.7,震度１,42.75833333,145.335
2007/1/7,15:39:25,沖縄本島近海,25°45.1′N,126°18.5′E,17 km,4.8,震度１,25.75166667,126.3083333
2007/1/7,17:01:29,新島・神津島近海,34°16.6′N,139°14.7′E,11 km,2.2,震度１,34.27666667,139.245
2007/1/7,21:47:54,宮城県沖,38°16.6′N,141°54.9′E,45 km,3.7,震度１,38.27666667,141.915
2007/1/8,10:36:53,和歌山県北部,33°59.5′N,135°18.5′E,6 km,1.8,震度１,33.99166667,135.3083333
2007/1/8,18:13:00,宮城県沖,38°16.5′N,141°36.4′E,54 km,3.7,震度２,38.275,141.6066667
2007/1/8,18:59:36,新潟県中越地方,37°16.0′N,138°55.1′E,13 km,4.8,震度４,37.26666667,138.9183333
2007/1/9,5:12:04,網走沖,44°16.9′N,144°04.0′E,9 km,4.7,震度３,44.28166667,144.0666667
2007/1/9,9:30:32,網走沖,44°16.2′N,144°03.6′E,11 km,3.6,震度１,44.27,144.06
