date,time,epicenter,緯度,経度,depth,magnitude,maxshindo,lat,lng
2013/1/1,5:36:14,岩手県沖,39°06.4′N,142°07.5′E,45 km,3.6,震度１,39.10666667,142.125
2013/1/1,12:32:13,岩手県沖,40°26.4′N,141°43.3′E,105 km,4,震度３,40.44,141.7216667
2013/1/1,18:19:17,沖縄本島近海,27°05.0′N,127°27.9′E,94 km,4,震度１,27.08333333,127.465
2013/1/1,22:10:32,宮城県沖,38°53.5′N,141°57.9′E,50 km,3.5,震度１,38.89166667,141.965
2013/1/2,3:55:05,岩手県沿岸北部,40°08.1′N,141°47.6′E,6 km,3,震度２,40.135,141.7933333
2013/1/2,15:16:16,千葉県東方沖,35°41.5′N,141°02.8′E,16 km,4.3,震度１,35.69166667,141.0466667
2013/1/2,16:52:13,留萌地方南部,44°03.2′N,141°45.1′E,5 km,1.9,震度１,44.05333333,141.7516667
2013/1/2,18:42:06,岩手県沖,39°01.3′N,142°04.4′E,51 km,3.6,震度１,39.02166667,142.0733333
2013/1/2,21:00:13,日高地方東部,42°13.0′N,143°00.5′E,55 km,4.3,震度２,42.21666667,143.0083333
2013/1/2,21:15:57,新潟県中越地方,37°01.1′N,138°40.6′E,8 km,2.4,震度２,37.01833333,138.6766667
2013/1/2,23:30:10,千葉県北東部,35°21.5′N,140°20.4′E,24 km,2.7,震度１,35.35833333,140.34
2013/1/3,0:24:27,福島県中通り,36°56.2′N,140°34.8′E,8 km,3.2,震度１,36.93666667,140.58
2013/1/3,4:56:36,福島県中通り,37°06.2′N,140°36.3′E,10 km,3.8,震度２,37.10333333,140.605
2013/1/3,14:27:42,岩手県沖,40°21.8′N,143°00.0′E,11 km,4.3,震度１,40.36333333,143
2013/1/3,15:18:36,宮城県沖,38°20.1′N,141°52.8′E,63 km,3.7,震度１,38.335,141.88
2013/1/3,20:14:15,留萌地方中北部,44°50.0′N,141°50.4′E,24 km,4.8,震度３,44.83333333,141.84
2013/1/3,21:41:46,宮城県沖,38°41.9′N,141°47.6′E,53 km,3.1,震度１,38.69833333,141.7933333
2013/1/3,22:56:23,岩手県沖,40°21.4′N,142°05.5′E,51 km,3.8,震度２,40.35666667,142.0916667
2013/1/4,2:54:43,沖縄本島近海,26°17.2′N,127°19.3′E,44 km,3.6,震度１,26.28666667,127.3216667
2013/1/4,3:21:50,茨城県北部,36°47.6′N,140°34.7′E,6 km,2.9,震度１,36.79333333,140.5783333
2013/1/4,3:34:13,茨城県南部,36°09.9′N,140°03.1′E,53 km,3,震度１,36.165,140.0516667
2013/1/4,4:14:21,宮城県沖,38°25.2′N,141°50.1′E,58 km,3.2,震度１,38.42,141.835
2013/1/4,5:10:04,大隅半島東方沖,31°04.2′N,131°47.7′E,34 km,3.9,震度１,31.07,131.795
2013/1/4,5:13:39,静岡県東部,35°16.3′N,138°41.5′E,12 km,2.5,震度２,35.27166667,138.6916667
2013/1/4,5:21:21,根室半島南東沖,43°11.5′N,146°29.5′E,51 km,3.6,震度１,43.19166667,146.4916667
2013/1/4,6:15:31,新潟県中越地方,37°01.0′N,138°40.4′E,8 km,2.2,震度２,37.01666667,138.6733333
2013/1/4,10:32:50,宮城県沖,38°32.5′N,141°43.4′E,53 km,3.3,震度１,38.54166667,141.7233333
2013/1/4,12:29:57,台湾付近,23°58.2′N,122°20.3′E,23 km,5,震度１,23.97,122.3383333
2013/1/4,13:42:48,千葉県北東部,35°44.9′N,140°41.2′E,50 km,4.5,震度２,35.74833333,140.6866667
2013/1/4,15:26:05,福岡県筑後地方,33°01.8′N,130°30.5′E,8 km,2.6,震度１,33.03,130.5083333
2013/1/4,22:52:59,福島県沖,36°53.9′N,141°17.6′E,75 km,4.4,震度３,36.89833333,141.2933333
2013/1/4,23:08:40,宮城県沖,38°31.3′N,142°06.3′E,39 km,3.3,震度１,38.52166667,142.105
2013/1/5,9:50:25,和歌山県北部,34°02.7′N,135°17.6′E,6 km,3.9,震度３,34.045,135.2933333
2013/1/5,13:11:49,奄美大島北西沖,28°46.1′N,128°36.4′E,15 km,5.1,震度２,28.76833333,128.6066667
2013/1/5,13:13:20,奄美大島北西沖,28°47.1′N,128°37.2′E,10 km,3.7,震度１,28.785,128.62
2013/1/6,1:47:09,宮城県沖,38°55.1′N,141°55.9′E,51 km,3.9,震度２,38.91833333,141.9316667
2013/1/6,7:04:36,北海道東方沖,43°47.5′N,146°58.7′E,82 km,4.3,震度２,43.79166667,146.9783333
2013/1/6,11:32:33,千葉県東方沖,35°20.0′N,141°10.1′E,38 km,4.5,震度１,35.33333333,141.1683333
2013/1/6,14:17:20,宮崎県南部山沿い,31°57.5′N,130°59.3′E,9 km,1.9,震度１,31.95833333,130.9883333
2013/1/6,17:11:24,福島県沖,37°30.2′N,142°03.4′E,31 km,4.6,震度２,37.50333333,142.0566667
2013/1/7,5:58:04,紀伊水道,34°12.3′N,135°08.6′E,7 km,2.2,震度１,34.205,135.1433333
2013/1/7,7:08:24,栃木県南部,36°18.1′N,139°34.8′E,128 km,3.9,震度１,36.30166667,139.58
2013/1/7,7:18:40,橘湾,32°38.9′N,130°04.4′E,15 km,2.2,震度１,32.64833333,130.0733333
2013/1/7,11:40:16,岩手県沿岸北部,39°45.6′N,141°49.9′E,58 km,3.3,震度１,39.76,141.8316667
2013/1/7,14:55:33,千葉県東方沖,35°43.0′N,141°00.5′E,13 km,3.8,震度１,35.71666667,141.0083333
2013/1/7,15:49:07,与那国島近海,24°27.1′N,122°49.3′E,72 km,5.4,震度３,24.45166667,122.8216667
2013/1/7,22:53:48,宮城県沖,37°51.7′N,142°27.1′E,41 km,4.9,震度３,37.86166667,142.4516667
2013/1/8,0:10:24,和歌山県北部,34°05.7′N,135°11.4′E,5 km,2.5,震度１,34.095,135.19
2013/1/8,7:42:47,新潟県中越地方,37°03.1′N,139°00.4′E,6 km,3.2,震度１,37.05166667,139.0066667
2013/1/8,10:01:45,宮城県北部,38°33.2′N,141°04.3′E,17 km,3.2,震度２,38.55333333,141.0716667
2013/1/8,13:38:30,千葉県南部,35°13.2′N,140°12.7′E,107 km,3.9,震度１,35.22,140.2116667
2013/1/8,13:47:27,茨城県沖,36°08.3′N,140°57.4′E,36 km,3.6,震度１,36.13833333,140.9566667
2013/1/8,14:07:05,宮城県沖,38°05.6′N,142°01.3′E,47 km,3.9,震度１,38.09333333,142.0216667
2013/1/8,16:51:30,岩手県沖,40°07.1′N,142°26.3′E,34 km,5.4,震度３,40.11833333,142.4383333
2013/1/8,17:33:56,秋田県内陸南部,39°33.9′N,140°29.6′E,8 km,2.8,震度１,39.565,140.4933333
2013/1/8,20:03:31,奄美大島近海,28°13.2′N,129°24.7′E,19 km,3.1,震度１,28.22,129.4116667
2013/1/8,20:19:33,広島県南西部,34°27.3′N,132°25.2′E,25 km,3.6,震度２,34.455,132.42
2013/1/9,8:48:12,富山県西部,36°34.7′N,137°01.0′E,14 km,2.7,震度１,36.57833333,137.0166667
2013/1/9,9:43:16,宮城県沖,38°10.6′N,141°41.9′E,50 km,3.4,震度１,38.17666667,141.6983333
2013/1/9,13:59:29,千葉県東方沖,35°27.7′N,140°26.7′E,51 km,3.1,震度１,35.46166667,140.445
2013/1/9,14:12:25,宮城県沖,38°34.0′N,141°59.9′E,38 km,3.4,震度１,38.56666667,141.9983333
2013/1/9,15:49:52,京都府南部,34°56.4′N,135°34.8′E,11 km,2.7,震度１,34.94,135.58
2013/1/9,16:14:50,奄美大島近海,28°08.7′N,129°11.9′E,20 km,3,震度１,28.145,129.1983333
2013/1/10,3:09:15,兵庫県南西部,34°54.1′N,134°39.1′E,12 km,2.7,震度１,34.90166667,134.6516667
2013/1/10,7:51:06,長野県南部,35°50.4′N,137°34.0′E,6 km,3.3,震度３,35.84,137.5666667
2013/1/10,10:44:03,福島県浜通り,37°10.7′N,140°57.0′E,10 km,3.4,震度２,37.17833333,140.95
