date,time,epicenter,緯度,経度,depth,magnitude,maxshindo,lat,lng
2024/1/1,8:15:03,青森県東方沖,41°29.4′N,142°00.9′E,57 km,3.5,震度１,41.49,142.015
2024/1/1,16:06:06,石川県能登地方,37°30.6′N,137°14.7′E,12 km,5.5,震度５強,37.51,137.245
2024/1/1,16:10:23,石川県能登地方,37°29.7′N,137°16.2′E,16 km,7.6,震度７,37.495,137.27
2024/1/1,16:12:31,能登半島沖,37°44.2′N,137°24.0′E,8 km,5.9,震度６弱,37.73666667,137.4
2024/1/1,16:13:57,新潟県上中越沖,37°34.7′N,137°31.2′E,11 km,5,震度４,37.57833333,137.52
2024/1/1,16:14:46,佐渡付近,37°50.4′N,137°38.6′E,13 km,4.8,震度４,37.84,137.6433333
2024/1/1,16:15:37,能登半島沖,37°40.2′N,137°25.2′E,20 km,5.1,震度４,37.67,137.42
2024/1/1,16:16:46,佐渡付近,37°49.8′N,137°38.7′E,22 km,4.6,震度２,37.83,137.645
2024/1/1,16:16:58,石川県能登地方,37°25.4′N,137°12.5′E,13 km,5,震度５弱,37.42333333,137.2083333
2024/1/1,16:18:43,石川県能登地方,37°11.9′N,136°49.1′E,11 km,6.1,震度５強,37.19833333,136.8183333
2024/1/1,16:19:41,新潟県上中越沖,37°31.8′N,137°31.3′E,6 km,5.2,震度２,37.53,137.5216667
2024/1/1,16:20:11,石川県能登地方,37°29.3′N,137°14.8′E,12 km,4.5,震度３,37.48833333,137.2466667
2024/1/1,16:20:20,詳細不明,37°10.0′N,136°41.0′E,0 km,,震度５弱,37.16666667,136.6833333
2024/1/1,16:20:35,石川県能登地方,37°12.2′N,136°53.8′E,9 km,4.2,震度３,37.20333333,136.8966667
2024/1/1,16:21:05,佐渡付近,37°47.6′N,137°36.1′E,24 km,4.5,震度３,37.79333333,137.6016667
2024/1/1,16:21:56,石川県能登地方,37°28.0′N,137°07.6′E,11 km,4.2,震度２,37.46666667,137.1266667
2024/1/1,16:22:20,石川県能登地方,37°11.9′N,136°49.8′E,12 km,3.3,震度１,37.19833333,136.83
2024/1/1,16:22:42,能登半島沖,37°29.3′N,137°23.0′E,11 km,4.1,震度２,37.48833333,137.3833333
2024/1/1,16:23:21,石川県能登地方,37°30.2′N,137°18.4′E,10 km,3.8,震度２,37.50333333,137.3066667
2024/1/1,16:23:47,石川県能登地方,37°27.7′N,137°10.3′E,12 km,4.3,震度３,37.46166667,137.1716667
2024/1/1,16:24:51,石川県能登地方,37°15.8′N,136°50.8′E,11 km,4,震度３,37.26333333,136.8466667
2024/1/1,16:25:11,石川県能登地方,37°30.3′N,137°17.3′E,10 km,4,震度３,37.505,137.2883333
2024/1/1,16:25:15,石川県能登地方,37°18.2′N,136°50.0′E,13 km,4.1,震度２,37.30333333,136.8333333
2024/1/1,16:25:43,石川県能登地方,37°26.3′N,137°09.2′E,12 km,4.1,震度３,37.43833333,137.1533333
2024/1/1,16:26:19,石川県能登地方,37°19.4′N,136°59.1′E,12 km,3.9,震度３,37.32333333,136.985
2024/1/1,16:27:30,石川県能登地方,37°22.1′N,137°08.3′E,13 km,4.4,震度３,37.36833333,137.1383333
2024/1/1,16:28:14,能登半島沖,37°16.5′N,136°42.0′E,6 km,5,震度３,37.275,136.7
