date,time,epicenter,緯度,経度,depth,magnitude,maxshindo,lat,lng
2020/2/14,21:11:41,宮崎県南部山沿い,31°43.8′N,131°04.9′E,4 km,2.5,震度２,31.73,131.0816667
2020/2/16,9:14:04,熊本県熊本地方,32°39.2′N,130°42.8′E,7 km,2.7,震度２,32.65333333,130.7133333
2020/2/16,16:54:51,茨城県北部,36°38.4′N,140°32.3′E,10 km,2.1,震度１,36.64,140.5383333
2020/2/16,22:46:20,網走地方,44°05.9′N,145°08.4′E,5 km,2.7,震度１,44.09833333,145.14
2020/2/16,23:31:59,安芸灘,33°57.2′N,132°27.8′E,50 km,3.4,震度１,33.95333333,132.4633333
2020/2/17,0:39:39,神奈川県東部,35°36.1′N,139°29.3′E,25 km,2.8,震度２,35.60166667,139.4883333
2020/2/17,12:40:51,茨城県南部,35°59.5′N,140°12.4′E,40 km,4.4,震度３,35.99166667,140.2066667
2020/2/17,14:32:35,伊予灘,33°33.1′N,132°19.5′E,46 km,3.2,震度１,33.55166667,132.325
2020/2/18,11:07:59,岩手県沖,39°10.4′N,142°06.9′E,53 km,3.4,震度１,39.17333333,142.115
2020/2/18,12:45:09,種子島近海,30°24.4′N,131°16.4′E,28 km,4.2,震度１,30.40666667,131.2733333
2020/2/18,14:35:42,浦河沖,42°01.7′N,142°36.3′E,63 km,3.6,震度１,42.02833333,142.605
2020/2/19,3:35:09,胆振地方中東部,42°35.7′N,141°58.1′E,30 km,2.7,震度１,42.595,141.9683333
2020/2/19,4:15:47,熊本県熊本地方,32°41.1′N,130°36.0′E,11 km,3.5,震度２,32.685,130.6
2020/2/19,21:53:32,福島県中通り,37°03.1′N,140°25.6′E,12 km,3.8,震度３,37.05166667,140.4266667
2020/2/19,23:58:23,福島県中通り,37°02.9′N,140°25.6′E,11 km,3,震度１,37.04833333,140.4266667
2020/2/20,0:50:31,釧路地方中南部,43°18.4′N,143°56.7′E,5 km,4.6,震度３,43.30666667,143.945
2020/2/20,4:57:03,岐阜県飛騨地方,36°03.2′N,137°34.6′E,7 km,2.5,震度１,36.05333333,137.5766667
2020/2/20,12:53:08,千葉県北東部,35°23.7′N,140°18.6′E,28 km,4.3,震度４,35.395,140.31
2020/2/20,15:33:37,千葉県北東部,35°23.5′N,140°18.9′E,27 km,2.8,震度２,35.39166667,140.315
2020/2/20,16:18:02,与那国島近海,24°03.2′N,122°48.7′E,27 km,4.2,震度１,24.05333333,122.8116667
2020/2/20,19:13:16,福井県嶺北,36°06.7′N,136°27.5′E,10 km,3.1,震度１,36.11166667,136.4583333
2020/2/21,10:24:07,奄美大島近海,28°15.1′N,129°57.4′E,22 km,3.1,震度１,28.25166667,129.9566667
2020/2/21,16:15:49,福島県会津,37°46.6′N,140°03.2′E,8 km,3.1,震度１,37.77666667,140.0533333
2020/2/21,20:30:53,茨城県沖,36°30.8′N,140°57.6′E,51 km,3.5,震度１,36.51333333,140.96
2020/2/22,0:22:22,鹿児島県薩摩地方,31°18.7′N,130°34.5′E,9 km,3.3,震度２,31.31166667,130.575
2020/2/22,7:38:00,岩手県沖,40°21.3′N,142°04.9′E,50 km,3.7,震度２,40.355,142.0816667
2020/2/22,10:45:23,宮城県沖,38°53.8′N,142°04.8′E,45 km,3.4,震度１,38.89666667,142.08
2020/2/22,17:22:04,トカラ列島近海,29°34.5′N,129°43.9′E,8 km,2.2,震度１,29.575,129.7316667
2020/2/22,17:23:25,トカラ列島近海,29°34.7′N,129°43.3′E,8 km,2.3,震度１,29.57833333,129.7216667
2020/2/22,18:27:47,岩手県内陸北部,40°21.4′N,141°34.5′E,84 km,3,震度１,40.35666667,141.575
2020/2/22,20:47:24,遠州灘,34°12.4′N,138°02.4′E,40 km,3.7,震度１,34.20666667,138.04
2020/2/23,0:32:41,京都府南部,35°06.9′N,135°28.6′E,11 km,3.1,震度１,35.115,135.4766667
2020/2/23,0:55:13,青森県西方沖,41°17.9′N,139°50.6′E,14 km,3.7,震度１,41.29833333,139.8433333
2020/2/23,18:48:54,千葉県南部,35°10.5′N,139°58.8′E,81 km,3.8,震度１,35.175,139.98
2020/2/23,21:12:55,茨城県沖,36°37.9′N,141°09.3′E,34 km,4.2,震度２,36.63166667,141.155
2020/2/23,21:57:10,択捉島付近,45°03.5′N,148°35.0′E,175 km,4.9,震度２,45.05833333,148.5833333
2020/2/24,0:07:04,長野県北部,36°37.5′N,138°21.8′E,0 km,2.7,震度１,36.625,138.3633333
2020/2/24,2:16:50,トカラ列島近海,29°35.2′N,129°38.3′E,9 km,1.8,震度１,29.58666667,129.6383333
2020/2/24,2:18:07,トカラ列島近海,29°35.2′N,129°40.6′E,5 km,1.6,震度１,29.58666667,129.6766667
2020/2/24,2:29:20,房総半島南方沖,33°55.8′N,140°30.4′E,58 km,4.4,震度１,33.93,140.5066667
2020/2/24,3:25:27,トカラ列島近海,29°35.3′N,129°38.1′E,10 km,2.1,震度２,29.58833333,129.635
2020/2/24,3:56:25,トカラ列島近海,29°34.8′N,129°39.0′E,8 km,1.7,震度１,29.58,129.65
2020/2/24,6:19:43,津軽海峡,41°35.8′N,140°45.4′E,11 km,3.3,震度２,41.59666667,140.7566667
2020/2/24,7:29:35,岩手県沖,39°19.6′N,142°24.0′E,47 km,3.9,震度１,39.32666667,142.4
2020/2/24,15:29:38,父島近海,27°18.1′N,142°26.3′E,27 km,3.9,震度１,27.30166667,142.4383333
2020/2/24,18:36:38,青森県東方沖,41°32.9′N,142°04.6′E,65 km,3.3,震度１,41.54833333,142.0766667
2020/2/25,12:12:44,茨城県南部,36°10.6′N,140°00.3′E,51 km,3.3,震度２,36.17666667,140.005
2020/2/25,15:39:45,三陸沖,39°26.3′N,143°30.9′E,43 km,4.7,震度１,39.43833333,143.515
2020/2/25,23:26:48,熊本県熊本地方,32°39.6′N,130°40.4′E,11 km,2.3,震度１,32.66,130.6733333
2020/2/26,2:58:58,福島県沖,37°28.0′N,141°56.4′E,35 km,4,震度１,37.46666667,141.94
2020/2/26,9:22:30,薩摩半島西方沖,31°10.5′N,130°19.9′E,154 km,4,震度１,31.175,130.3316667
2020/2/26,19:12:48,千葉県北東部,35°26.6′N,140°24.0′E,31 km,2.8,震度２,35.44333333,140.4
2020/2/26,19:34:08,福島県中通り,37°03.0′N,140°25.7′E,12 km,3,震度１,37.05,140.4283333
2020/2/27,2:27:34,房総半島南方沖,34°05.6′N,140°23.6′E,54 km,3.5,震度１,34.09333333,140.3933333
2020/2/27,3:02:48,宮城県沖,38°55.0′N,141°55.8′E,51 km,3.8,震度１,38.91666667,141.93
2020/2/27,5:19:11,和歌山県南方沖,33°30.3′N,135°49.6′E,24 km,3,震度１,33.505,135.8266667
2020/2/27,19:12:03,長野県北部,36°36.3′N,138°17.9′E,2 km,2.8,震度１,36.605,138.2983333
2020/2/28,5:41:34,日向灘,32°01.0′N,132°09.6′E,20 km,4,震度２,32.01666667,132.16
2020/2/28,6:46:58,群馬県南部,36°33.2′N,139°22.0′E,7 km,2.7,震度１,36.55333333,139.3666667
2020/2/29,6:58:42,茨城県北部,36°24.7′N,140°30.6′E,90 km,3.4,震度１,36.41166667,140.51
2020/3/1,8:46:10,和歌山県南部,33°52.5′N,135°31.0′E,31 km,2.7,震度１,33.875,135.5166667
2020/3/1,9:08:38,福島県沖,37°16.5′N,141°48.0′E,50 km,4.4,震度１,37.275,141.8
2020/3/1,20:13:28,熊本県熊本地方,32°43.9′N,130°47.5′E,8 km,2.3,震度１,32.73166667,130.7916667
2020/3/2,1:56:34,福島県浜通り,37°04.5′N,140°43.8′E,11 km,2.5,震度１,37.075,140.73
2020/3/2,9:47:41,三陸沖,39°37.6′N,143°34.5′E,31 km,4.8,震度１,39.62666667,143.575
2020/3/2,16:40:58,奄美大島近海,28°07.2′N,130°22.8′E,29 km,3.1,震度１,28.12,130.38
2020/3/2,23:07:10,沖縄本島近海,27°15.7′N,128°24.4′E,48 km,3.4,震度１,27.26166667,128.4066667
2020/3/3,0:54:00,宗谷地方北部,45°17.2′N,141°47.3′E,19 km,2.3,震度１,45.28666667,141.7883333
2020/3/3,3:28:57,紀伊水道,34°12.7′N,135°07.5′E,7 km,3.2,震度２,34.21166667,135.125
2020/3/3,3:57:12,紀伊水道,34°12.7′N,135°07.5′E,7 km,2.4,震度１,34.21166667,135.125
2020/3/3,7:43:20,釧路地方中南部,43°17.8′N,143°56.3′E,0 km,3.9,震度２,43.29666667,143.9383333
2020/3/3,8:16:20,福岡県北西沖,33°36.8′N,130°22.9′E,17 km,3.5,震度２,33.61333333,130.3816667
2020/3/3,11:59:38,福島県沖,37°01.5′N,141°04.4′E,18 km,4.2,震度２,37.025,141.0733333
2020/3/3,12:20:23,浦河沖,42°01.6′N,142°34.9′E,65 km,3.8,震度１,42.02666667,142.5816667
2020/3/3,12:33:33,新潟県下越沖,38°35.3′N,139°22.6′E,11 km,3.5,震度２,38.58833333,139.3766667
2020/3/3,14:38:03,紀伊水道,34°12.6′N,135°07.7′E,6 km,2.2,震度１,34.21,135.1283333
