date,time,epicenter,緯度,経度,depth,magnitude,maxshindo,lat,lng
2010/1/1,0:57:52,新島・神津島近海,34°22.2′N,139°10.1′E,0 km,1.8,震度２,34.37,139.1683333
2010/1/1,18:21:55,青森県東方沖,40°43.9′N,142°42.6′E,23 km,4.1,震度１,40.73166667,142.71
2010/1/1,20:12:46,静岡県伊豆地方,34°58.1′N,139°07.2′E,4 km,2.2,震度１,34.96833333,139.12
2010/1/1,23:01:17,徳島県北部,33°57.7′N,134°14.6′E,8 km,1.8,震度１,33.96166667,134.2433333
2010/1/2,7:44:49,千葉県南部,35°03.4′N,139°50.8′E,122 km,3.6,震度１,35.05666667,139.8466667
2010/1/2,16:42:30,宮城県沖,38°15.7′N,141°50.4′E,47 km,3.8,震度１,38.26166667,141.84
2010/1/2,19:34:00,薩摩半島西方沖,31°01.0′N,130°17.1′E,9 km,3.3,震度１,31.01666667,130.285
2010/1/3,10:14:19,和歌山県北部,34°03.2′N,135°16.9′E,8 km,2.7,震度２,34.05333333,135.2816667
2010/1/3,16:15:31,奄美大島北東沖,29°03.7′N,130°00.9′E,52 km,4.2,震度１,29.06166667,130.015
2010/1/3,18:32:53,岩手県沖,40°20.8′N,142°10.9′E,45 km,3.5,震度１,40.34666667,142.1816667
2010/1/3,20:49:43,日向灘,31°52.8′N,132°07.1′E,32 km,3.9,震度１,31.88,132.1183333
2010/1/4,1:24:02,房総半島南方沖,34°16.5′N,140°15.4′E,51 km,3.7,震度１,34.275,140.2566667
2010/1/4,3:54:40,根室半島南東沖,43°09.4′N,145°41.4′E,50 km,3.2,震度１,43.15666667,145.69
2010/1/4,6:44:05,茨城県南部,36°03.6′N,139°55.0′E,44 km,3.6,震度２,36.06,139.9166667
2010/1/4,10:03:47,沖縄本島近海,26°18.6′N,127°19.5′E,53 km,3.5,震度１,26.31,127.325
2010/1/4,19:34:07,福島県会津,37°04.0′N,139°23.8′E,9 km,1.7,震度１,37.06666667,139.3966667
2010/1/5,6:39:56,トカラ列島近海,29°25.0′N,129°28.0′E,14 km,2.4,震度１,29.41666667,129.4666667
2010/1/5,14:26:03,茨城県南部,36°18.3′N,140°01.3′E,72 km,3.6,震度１,36.305,140.0216667
2010/1/6,4:25:57,沖縄本島近海,26°29.5′N,128°23.9′E,44 km,3.8,震度１,26.49166667,128.3983333
2010/1/6,4:33:46,種子島南東沖,30°01.3′N,131°16.6′E,30 km,4.2,震度１,30.02166667,131.2766667
2010/1/6,13:53:09,京都府南部,34°56.3′N,135°32.0′E,8 km,2.8,震度１,34.93833333,135.5333333
2010/1/6,16:22:48,日高地方中部,42°19.3′N,142°32.3′E,27 km,3,震度１,42.32166667,142.5383333
2010/1/6,22:16:19,石川県加賀地方,36°44.4′N,136°47.6′E,12 km,2.5,震度１,36.74,136.7933333
2010/1/7,5:39:39,浦河沖,41°57.3′N,142°19.7′E,69 km,4.1,震度２,41.955,142.3283333
2010/1/7,10:36:04,茨城県沖,36°17.3′N,141°49.1′E,63 km,4.4,震度１,36.28833333,141.8183333
2010/1/7,16:11:35,奄美大島近海,27°56.9′N,128°52.6′E,44 km,4.8,震度４,27.94833333,128.8766667
2010/1/7,17:07:19,奄美大島近海,27°56.8′N,128°51.8′E,43 km,3.6,震度１,27.94666667,128.8633333
