date,time,epicenter,緯度,経度,depth,magnitude,maxshindo,lat,lng
2014/1/1,2:35:42,茨城県北部,36°41.2′N,140°37.6′E,6 km,2.6,震度１,36.68666667,140.6266667
2014/1/1,4:16:13,茨城県北部,36°42.0′N,140°37.5′E,7 km,3.2,震度２,36.7,140.625
2014/1/1,4:17:03,長崎県北部,33°02.1′N,129°54.9′E,11 km,2.6,震度１,33.035,129.915
2014/1/1,13:18:11,八丈島近海,33°15.1′N,139°27.5′E,12 km,3.7,震度１,33.25166667,139.4583333
2014/1/1,19:18:24,トカラ列島近海,29°38.2′N,129°57.9′E,13 km,2.9,震度１,29.63666667,129.965
2014/1/1,23:39:25,茨城県沖,36°38.4′N,140°56.3′E,49 km,4.2,震度３,36.64,140.9383333
2014/1/2,0:44:38,茨城県南部,36°03.5′N,139°55.8′E,46 km,3.1,震度１,36.05833333,139.93
2014/1/2,2:16:00,伊豆大島近海,34°43.2′N,139°25.6′E,0 km,2.4,震度２,34.72,139.4266667
2014/1/2,10:34:55,福島県沖,37°08.9′N,141°20.5′E,56 km,3.9,震度２,37.14833333,141.3416667
2014/1/2,16:48:29,千葉県東方沖,35°21.1′N,140°33.3′E,23 km,3.9,震度２,35.35166667,140.555
2014/1/2,21:38:21,千葉県東方沖,35°21.1′N,140°34.3′E,25 km,2.9,震度１,35.35166667,140.5716667
2014/1/2,22:11:04,千葉県東方沖,35°21.0′N,140°34.1′E,26 km,5,震度３,35.35,140.5683333
2014/1/2,22:31:41,千葉県東方沖,35°21.5′N,140°32.3′E,25 km,3.5,震度２,35.35833333,140.5383333
2014/1/2,23:29:26,千葉県東方沖,35°23.4′N,140°33.1′E,27 km,3,震度１,35.39,140.5516667
2014/1/3,8:10:35,愛知県西部,34°52.0′N,137°04.1′E,39 km,3.1,震度２,34.86666667,137.0683333
2014/1/3,8:21:22,伊豆大島近海,34°43.2′N,139°24.8′E,1 km,2.7,震度２,34.72,139.4133333
2014/1/3,8:41:14,紀伊水道,34°07.6′N,135°08.1′E,6 km,2.8,震度２,34.12666667,135.135
2014/1/3,10:50:23,茨城県南部,36°01.7′N,140°05.3′E,63 km,3.8,震度２,36.02833333,140.0883333
2014/1/3,11:40:01,福島県沖,37°31.0′N,141°27.0′E,49 km,3.6,震度１,37.51666667,141.45
2014/1/3,17:30:41,千葉県東方沖,35°22.4′N,140°31.6′E,27 km,3.1,震度１,35.37333333,140.5266667
2014/1/3,18:16:47,宮城県沖,38°32.1′N,141°42.9′E,54 km,3.8,震度１,38.535,141.715
2014/1/3,21:20:19,宮崎県南部山沿い,32°03.9′N,130°56.2′E,8 km,3.5,震度２,32.065,130.9366667
2014/1/4,14:22:22,兵庫県北部,35°14.4′N,134°54.3′E,7 km,3.3,震度２,35.24,134.905
2014/1/4,14:22:59,福島県沖,37°01.2′N,143°20.4′E,50 km,5.6,震度１,37.02,143.34
2014/1/4,21:15:16,豊後水道,33°24.8′N,132°21.2′E,46 km,2.9,震度１,33.41333333,132.3533333
2014/1/5,3:01:17,宮城県沖,38°46.3′N,142°04.8′E,37 km,3.8,震度２,38.77166667,142.08
2014/1/5,11:17:43,宮城県沖,38°55.6′N,142°04.6′E,54 km,3.1,震度１,38.92666667,142.0766667
2014/1/5,20:44:33,秋田県内陸南部,39°32.6′N,140°37.4′E,4 km,2,震度１,39.54333333,140.6233333
