date,time,epicenter,緯度,経度,depth,magnitude,maxshindo,lat,lng
2004/1/1,4:27:03,宮城県沖,38°51.0′N,141°38.4′E,69 km,3.1,震度１,38.85,141.64
2004/1/1,9:02:04,新島・神津島近海,34°17.7′N,139°10.0′E,8 km,2.7,震度２,34.295,139.1666667
2004/1/1,9:31:10,新島・神津島近海,34°17.9′N,139°09.8′E,7 km,2.2,震度１,34.29833333,139.1633333
2004/1/1,9:42:10,新島・神津島近海,34°18.1′N,139°10.1′E,6 km,2.3,震度１,34.30166667,139.1683333
2004/1/1,16:40:33,国後島付近,43°57.3′N,145°40.1′E,127 km,4,震度１,43.955,145.6683333
2004/1/1,23:48:47,宮城県沖,38°49.7′N,141°35.5′E,75 km,3.3,震度１,38.82833333,141.5916667
2004/1/1,23:59:19,日向灘,32°45.4′N,132°01.3′E,41 km,3.5,震度１,32.75666667,132.0216667
2004/1/2,4:48:06,岩手県沿岸北部,39°45.4′N,141°51.4′E,57 km,3.6,震度２,39.75666667,141.8566667
2004/1/2,5:29:46,新島・神津島近海,34°18.9′N,139°09.7′E,3 km,1.8,震度１,34.315,139.1616667
2004/1/2,6:09:21,新島・神津島近海,34°18.9′N,139°10.3′E,7 km,2,震度１,34.315,139.1716667
2004/1/2,13:41:51,釧路沖,42°21.3′N,144°48.9′E,33 km,4.9,震度２,42.355,144.815
2004/1/2,18:22:32,房総半島南方沖,34°10.9′N,140°24.8′E,64 km,4.5,震度２,34.18166667,140.4133333
2004/1/2,19:59:33,伊予灘,33°32.3′N,132°00.1′E,67 km,3.2,震度１,33.53833333,132.0016667
2004/1/2,20:42:53,釧路地方中南部,42°56.9′N,143°56.3′E,99 km,3.7,震度１,42.94833333,143.9383333
2004/1/2,21:34:19,熊本県天草・芦北地方,32°16.5′N,130°23.8′E,7 km,2.7,震度１,32.275,130.3966667
2004/1/2,23:15:31,新島・神津島近海,34°16.2′N,139°14.9′E,12 km,2.3,震度１,34.27,139.2483333
2004/1/2,23:43:21,新島・神津島近海,34°20.6′N,139°11.9′E,2 km,1.4,震度１,34.34333333,139.1983333
2004/1/3,0:27:06,岐阜県飛騨地方,36°00.3′N,137°16.6′E,12 km,2.9,震度１,36.005,137.2766667
2004/1/3,3:32:53,茨城県沖,36°25.8′N,140°41.1′E,53 km,3.8,震度２,36.43,140.685
2004/1/3,12:03:09,福島県浜通り,37°32.2′N,140°54.7′E,73 km,3.5,震度２,37.53666667,140.9116667
2004/1/3,20:10:26,釧路沖,42°53.8′N,145°30.3′E,44 km,4,震度１,42.89666667,145.505
2004/1/4,18:32:50,日高地方東部,42°19.4′N,143°00.9′E,51 km,3.8,震度２,42.32333333,143.015
2004/1/4,21:53:33,新潟県上中越沖,37°23.3′N,138°07.2′E,28 km,3.4,震度１,37.38833333,138.12
2004/1/5,6:03:13,種子島南東沖,30°03.0′N,131°20.2′E,35 km,4.8,震度１,30.05,131.3366667
2004/1/5,9:41:21,石川県加賀地方,36°21.2′N,136°25.7′E,11 km,2.6,震度１,36.35333333,136.4283333
2004/1/5,20:24:53,長野県北部,36°25.7′N,137°51.6′E,4 km,2.2,震度２,36.42833333,137.86
2004/1/6,1:26:45,宮城県沖,38°48.0′N,141°37.1′E,69 km,3.1,震度１,38.8,141.6183333
2004/1/6,7:47:00,浦河沖,41°52.9′N,142°29.4′E,63 km,4,震度２,41.88166667,142.49
2004/1/6,12:16:01,宮崎県南部平野部,31°43.0′N,131°26.8′E,50 km,3.7,震度１,31.71666667,131.4466667
2004/1/6,14:50:52,三重県南東沖,34°12.9′N,136°42.8′E,37 km,5.4,震度４,34.215,136.7133333
2004/1/7,4:04:54,房総半島南方沖,34°25.0′N,139°49.0′E,28 km,3,震度１,34.41666667,139.8166667
2004/1/7,5:04:02,宮城県北部,38°50.5′N,141°01.3′E,7 km,0.9,震度１,38.84166667,141.0216667
2004/1/7,5:05:37,長野県北部,36°51.4′N,138°24.1′E,0 km,1.7,震度１,36.85666667,138.4016667
2004/1/7,9:17:14,兵庫県北部,35°29.6′N,134°28.6′E,11 km,3.3,震度２,35.49333333,134.4766667
2004/1/7,14:10:46,宮城県北部,38°50.9′N,141°35.5′E,74 km,3.8,震度２,38.84833333,141.5916667
2004/1/7,21:24:46,長野県南部,35°51.4′N,137°35.3′E,7 km,2.1,震度１,35.85666667,137.5883333
2004/1/8,0:07:42,岐阜県美濃中西部,35°28.4′N,136°38.3′E,43 km,3.4,震度２,35.47333333,136.6383333
