date,time,epicenter,緯度,経度,depth,magnitude,maxshindo,lat,lng
2006/1/1,16:33:37,島根県西部,34°50.4′N,132°33.1′E,10 km,3,震度２,34.84,132.5516667
2006/1/1,22:17:50,神奈川県西部,35°10.9′N,139°06.2′E,11 km,1.7,震度１,35.18166667,139.1033333
2006/1/1,22:56:54,福井県嶺北,35°54.7′N,136°45.3′E,10 km,4.1,震度３,35.91166667,136.755
2006/1/1,23:20:02,長野県中部,35°59.5′N,138°37.8′E,62 km,3.1,震度１,35.99166667,138.63
2006/1/2,8:36:57,熊本県熊本地方,32°29.4′N,130°35.6′E,12 km,3.4,震度２,32.49,130.5933333
2006/1/2,23:38:40,和歌山県北部,33°55.1′N,135°13.4′E,7 km,2.9,震度２,33.91833333,135.2233333
2006/1/3,2:51:22,三宅島近海,34°07.0′N,139°30.4′E,0 km,1.9,震度１,34.11666667,139.5066667
2006/1/3,7:17:04,三宅島近海,34°03.9′N,139°31.9′E,0 km,1.9,震度１,34.065,139.5316667
2006/1/3,14:52:10,宮城県沖,38°48.4′N,142°00.8′E,46 km,3.3,震度１,38.80666667,142.0133333
2006/1/3,18:12:43,岩手県内陸南部,38°54.2′N,141°02.6′E,8 km,3,震度２,38.90333333,141.0433333
2006/1/3,19:54:09,宮古島近海,24°40.4′N,125°08.9′E,33 km,4.5,震度２,24.67333333,125.1483333
2006/1/3,21:26:00,青森県東方沖,41°19.1′N,142°39.3′E,35 km,4.7,震度２,41.31833333,142.655
2006/1/3,23:28:13,岐阜県飛騨地方,36°00.2′N,137°17.1′E,11 km,2,震度１,36.00333333,137.285
2006/1/4,0:11:54,紀伊水道,34°07.4′N,135°07.5′E,7 km,2.2,震度１,34.12333333,135.125
2006/1/4,0:42:40,日向灘,31°43.7′N,132°05.6′E,44 km,4.1,震度２,31.72833333,132.0933333
2006/1/4,6:51:09,新潟県中越地方,37°13.7′N,138°50.4′E,9 km,2.5,震度１,37.22833333,138.84
2006/1/4,13:48:05,日向灘,31°43.7′N,132°05.9′E,44 km,3.7,震度１,31.72833333,132.0983333
2006/1/4,15:24:32,岩手県沖,40°11.5′N,141°53.9′E,39 km,3.9,震度１,40.19166667,141.8983333
2006/1/5,2:55:23,宮城県沖,38°38.4′N,141°54.6′E,47 km,3.1,震度１,38.64,141.91
2006/1/5,13:22:05,沖縄本島近海,27°03.0′N,127°58.3′E,10 km,2.8,震度２,27.05,127.9716667
2006/1/5,15:20:38,岩手県内陸南部,39°03.0′N,141°05.9′E,96 km,3.1,震度１,39.05,141.0983333
2006/1/5,19:05:09,奄美大島北東沖,29°33.3′N,130°10.1′E,22 km,3.6,震度１,29.555,130.1683333
2006/1/6,1:00:38,三重県南東沖,33°41.7′N,136°29.8′E,35 km,2.8,震度１,33.695,136.4966667
2006/1/7,4:35:03,広島県南西部,34°22.8′N,132°40.1′E,28 km,3,震度１,34.38,132.6683333
2006/1/8,5:23:51,長野県中部,36°26.0′N,138°01.1′E,7 km,2.2,震度１,36.43333333,138.0183333
2006/1/8,5:52:45,十勝地方南部,42°33.2′N,143°27.3′E,58 km,3.4,震度１,42.55333333,143.455
2006/1/9,2:32:20,和歌山県北部,33°49.5′N,135°22.2′E,46 km,3.1,震度１,33.825,135.37
2006/1/9,14:48:42,愛知県東部,34°58.5′N,137°24.9′E,41 km,3.9,震度２,34.975,137.415
2006/1/9,14:52:04,沖縄本島近海,26°34.2′N,127°50.7′E,13 km,3,震度１,26.57,127.845
2006/1/10,8:17:08,宮城県沖,38°47.7′N,142°25.0′E,42 km,3.9,震度１,38.795,142.4166667
2006/1/10,10:21:45,十勝地方中部,42°52.0′N,143°42.4′E,85 km,4.2,震度２,42.86666667,143.7066667
2006/1/10,23:11:31,秋田県沿岸南部,39°42.2′N,140°09.6′E,14 km,2.5,震度１,39.70333333,140.16
2006/1/11,0:07:01,根室地方中部,43°23.9′N,145°12.9′E,118 km,4.4,震度３,43.39833333,145.215
2006/1/11,8:59:25,福岡県北西沖,33°44.8′N,130°09.8′E,8 km,2.7,震度１,33.74666667,130.1633333
2006/1/11,9:14:19,神奈川県西部,35°21.8′N,139°07.4′E,20 km,3.3,震度１,35.36333333,139.1233333
2006/1/12,17:24:59,鳥取県西部,35°19.2′N,133°19.3′E,8 km,2.2,震度１,35.32,133.3216667
2006/1/13,6:16:51,鹿児島県薩摩地方,31°58.2′N,130°27.4′E,9 km,3.1,震度１,31.97,130.4566667
2006/1/13,8:47:53,浦河沖,42°02.1′N,142°35.8′E,61 km,3.9,震度１,42.035,142.5966667
2006/1/13,20:52:43,和歌山県北部,34°00.8′N,135°09.7′E,6 km,3.1,震度２,34.01333333,135.1616667
2006/1/14,15:30:09,茨城県南部,36°11.2′N,140°01.6′E,52 km,4.3,震度４,36.18666667,140.0266667
2006/1/15,7:15:50,八丈島東方沖,33°29.0′N,141°10.7′E,51 km,3.7,震度１,33.48333333,141.1783333
2006/1/15,19:54:16,滋賀県北部,35°27.4′N,136°15.0′E,35 km,3.7,震度２,35.45666667,136.25
2006/1/16,3:34:11,神奈川県西部,35°10.7′N,139°06.4′E,10 km,1.7,震度１,35.17833333,139.1066667
2006/1/16,7:53:57,茨城県沖,36°32.6′N,140°54.6′E,49 km,4,震度２,36.54333333,140.91
2006/1/16,16:38:13,青森県東方沖,41°28.6′N,142°00.3′E,63 km,3.6,震度１,41.47666667,142.005
2006/1/16,16:58:25,福岡県北西沖,33°42.3′N,130°15.7′E,4 km,1.9,震度１,33.705,130.2616667
2006/1/16,19:51:26,鳥取県西部,35°20.3′N,133°18.4′E,10 km,2.2,震度１,35.33833333,133.3066667
2006/1/16,20:23:47,宮城県北部,38°51.3′N,141°00.8′E,9 km,1.6,震度１,38.855,141.0133333
2006/1/17,3:01:57,新島・神津島近海,34°20.6′N,139°08.3′E,0 km,1.6,震度１,34.34333333,139.1383333
2006/1/17,19:44:12,日高地方東部,42°19.7′N,143°00.7′E,53 km,3.3,震度１,42.32833333,143.0116667
2006/1/18,8:46:35,奄美大島近海,28°42.1′N,129°38.4′E,18 km,3.6,震度１,28.70166667,129.64
2006/1/18,11:11:54,奄美大島近海,28°42.9′N,129°38.0′E,18 km,4.8,震度１,28.715,129.6333333
2006/1/18,11:38:23,奄美大島近海,28°42.5′N,129°39.1′E,19 km,4.1,震度１,28.70833333,129.6516667
2006/1/18,23:25:26,福島県沖,37°47.9′N,142°12.0′E,36 km,5.7,震度３,37.79833333,142.2
2006/1/19,2:34:43,宮城県沖,37°48.1′N,142°09.5′E,35 km,4.3,震度１,37.80166667,142.1583333
2006/1/19,4:55:55,紀伊水道,34°11.5′N,135°08.7′E,6 km,2.7,震度１,34.19166667,135.145
2006/1/19,6:53:36,釧路沖,43°02.0′N,144°46.6′E,84 km,4.2,震度２,43.03333333,144.7766667
2006/1/19,9:08:03,三重県南東沖,33°46.1′N,136°15.3′E,31 km,2.7,震度１,33.76833333,136.255
2006/1/19,12:33:53,新島・神津島近海,34°13.4′N,139°09.3′E,11 km,2.8,震度２,34.22333333,139.155
2006/1/20,6:50:44,沖縄本島近海,26°17.8′N,127°19.8′E,49 km,3.8,震度１,26.29666667,127.33
2006/1/20,11:55:58,青森県東方沖,40°39.6′N,142°18.0′E,42 km,3.4,震度１,40.66,142.3
2006/1/21,23:30:42,茨城県沖,36°25.2′N,140°47.9′E,46 km,3.9,震度２,36.42,140.7983333
2006/1/22,1:01:51,茨城県南部,35°59.7′N,140°13.6′E,42 km,3.5,震度２,35.995,140.2266667
2006/1/22,1:13:26,大分県中部,33°17.6′N,131°28.4′E,8 km,2.3,震度１,33.29333333,131.4733333
2006/1/22,3:00:45,青森県津軽北部,40°43.8′N,140°28.2′E,16 km,2.7,震度１,40.73,140.47
2006/1/22,3:59:03,長野県北部,36°38.4′N,138°17.9′E,1 km,1.9,震度１,36.64,138.2983333
2006/1/22,11:19:02,北海道南西沖,42°05.2′N,139°10.5′E,21 km,3.8,震度１,42.08666667,139.175
2006/1/22,14:57:10,福島県会津,37°25.6′N,139°41.8′E,4 km,2.5,震度１,37.42666667,139.6966667
2006/1/22,17:59:53,宮古島近海,24°49.0′N,125°24.6′E,49 km,3.4,震度１,24.81666667,125.41
2006/1/23,3:37:01,宮城県北部,38°56.7′N,140°50.9′E,5 km,3.2,震度１,38.945,140.8483333
2006/1/23,13:01:22,石垣島近海,23°53.5′N,123°39.1′E,30 km,3.9,震度１,23.89166667,123.6516667
2006/1/24,5:35:41,根室半島南東沖,43°18.6′N,146°11.6′E,52 km,4.3,震度１,43.31,146.1933333
2006/1/24,21:36:49,日向灘,31°31.0′N,131°55.2′E,25 km,4.2,震度１,31.51666667,131.92
2006/1/24,23:27:19,奄美大島北東沖,29°10.6′N,130°09.7′E,57 km,4.4,震度１,29.17666667,130.1616667
2006/1/26,3:00:09,宮城県沖,38°50.0′N,141°38.0′E,68 km,3.8,震度２,38.83333333,141.6333333
2006/1/26,20:33:21,神奈川県西部,35°21.1′N,139°06.7′E,20 km,3,震度１,35.35166667,139.1116667
2006/1/27,1:41:28,宮城県沖,38°00.2′N,142°39.1′E,32 km,4.3,震度１,38.00333333,142.6516667
2006/1/27,8:05:24,根室半島南東沖,43°24.2′N,146°03.2′E,66 km,4.4,震度１,43.40333333,146.0533333
2006/1/28,9:19:37,和歌山県北部,34°11.8′N,135°20.4′E,7 km,2.4,震度１,34.19666667,135.34
2006/1/29,6:28:48,島根県西部,35°03.5′N,132°41.6′E,10 km,2.5,震度１,35.05833333,132.6933333
2006/1/30,1:05:02,岩手県沖,40°21.1′N,142°05.2′E,50 km,3.4,震度１,40.35166667,142.0866667
2006/1/30,2:15:52,石垣島近海,24°40.0′N,123°55.9′E,71 km,4.2,震度２,24.66666667,123.9316667
2006/1/30,3:18:29,奄美大島近海,28°19.4′N,129°22.9′E,32 km,3.3,震度２,28.32333333,129.3816667
2006/1/30,17:37:35,茨城県南部,36°21.2′N,140°05.9′E,107 km,3.9,震度１,36.35333333,140.0983333
2006/1/31,0:19:40,福岡県北西沖,33°45.9′N,130°06.9′E,14 km,3.8,震度３,33.765,130.115
2006/1/31,14:12:39,栃木県北部,36°37.0′N,139°22.8′E,8 km,2.5,震度１,36.61666667,139.38
2006/2/1,4:23:58,宮城県沖,38°23.7′N,142°18.5′E,36 km,4.5,震度２,38.395,142.3083333
2006/2/1,12:15:04,伊予灘,33°30.5′N,132°18.0′E,46 km,4.3,震度３,33.50833333,132.3
2006/2/1,15:29:46,播磨灘,34°27.3′N,134°48.0′E,8 km,2.9,震度２,34.455,134.8
2006/2/1,20:35:53,千葉県北西部,35°45.6′N,140°00.2′E,101 km,5.1,震度４,35.76,140.0033333
2006/2/2,1:19:46,大隅半島東方沖,31°02.6′N,131°50.9′E,31 km,3.4,震度１,31.04333333,131.8483333
2006/2/2,3:00:31,和歌山県北部,34°05.1′N,135°14.0′E,6 km,2.7,震度１,34.085,135.2333333
2006/2/3,13:04:00,宮城県沖,37°52.3′N,141°52.8′E,42 km,4.5,震度２,37.87166667,141.88
2006/2/3,13:37:35,茨城県沖,36°12.8′N,141°36.6′E,62 km,5.9,震度３,36.21333333,141.61
2006/2/3,13:39:25,茨城県沖,36°14.8′N,141°28.6′E,53 km,4.9,震度２,36.24666667,141.4766667
2006/2/3,14:02:46,奄美大島近海,28°31.2′N,129°40.8′E,23 km,3.5,震度１,28.52,129.68
2006/2/3,14:38:08,茨城県沖,36°12.7′N,141°36.1′E,60 km,4.9,震度２,36.21166667,141.6016667
2006/2/3,14:41:37,茨城県沖,36°13.2′N,141°34.8′E,63 km,5,震度２,36.22,141.58
2006/2/3,15:10:04,茨城県沖,36°13.7′N,141°36.7′E,63 km,5.3,震度２,36.22833333,141.6116667
2006/2/4,0:11:56,天草灘,32°05.0′N,129°52.7′E,12 km,5.1,震度４,32.08333333,129.8783333
2006/2/4,23:02:06,北海道東方沖,43°20.4′N,146°47.8′E,45 km,4.7,震度１,43.34,146.7966667
2006/2/5,6:20:28,浦河沖,41°56.8′N,142°19.5′E,69 km,3.6,震度１,41.94666667,142.325
2006/2/5,7:43:56,長野県北部,36°31.2′N,138°05.0′E,0 km,3,震度２,36.52,138.0833333
2006/2/6,4:03:16,群馬県北部,36°31.5′N,138°55.4′E,10 km,2.5,震度１,36.525,138.9233333
2006/2/6,8:39:00,宮城県北部,38°52.3′N,141°02.3′E,9 km,2.9,震度２,38.87166667,141.0383333
2006/2/6,9:47:10,宮城県沖,38°59.9′N,142°03.8′E,19 km,3.9,震度２,38.99833333,142.0633333
2006/2/6,9:52:02,静岡県東部,35°22.0′N,139°00.6′E,12 km,2.5,震度１,35.36666667,139.01
2006/2/6,12:39:47,浦河沖,42°02.7′N,142°28.8′E,68 km,4,震度２,42.045,142.48
2006/2/6,17:21:51,沖縄本島近海,26°49.3′N,128°26.1′E,30 km,3.1,震度１,26.82166667,128.435
2006/2/6,20:26:13,茨城県南部,36°01.1′N,140°23.3′E,55 km,4.2,震度２,36.01833333,140.3883333
2006/2/7,18:16:32,天草灘,32°04.6′N,129°52.7′E,12 km,3.9,震度２,32.07666667,129.8783333
2006/2/7,20:35:30,内浦湾,42°24.8′N,140°24.9′E,13 km,3.5,震度１,42.41333333,140.415
2006/2/7,22:39:29,長野県北部,36°59.2′N,138°34.9′E,11 km,2.4,震度２,36.98666667,138.5816667
2006/2/8,2:56:56,奄美大島近海,28°34.5′N,129°41.0′E,22 km,3.6,震度１,28.575,129.6833333
2006/2/9,21:12:37,八丈島東方沖,33°25.5′N,140°32.2′E,63 km,3.8,震度１,33.425,140.5366667
2006/2/9,22:05:20,福島県沖,37°47.8′N,142°10.1′E,35 km,4.6,震度２,37.79666667,142.1683333
2006/2/10,18:18:05,福島県沖,37°41.8′N,142°19.8′E,33 km,4.4,震度１,37.69666667,142.33
2006/2/10,18:59:43,福島県沖,37°41.4′N,142°18.6′E,29 km,4.5,震度１,37.69,142.31
2006/2/10,19:20:44,島根県東部,35°18.2′N,133°18.9′E,7 km,2.6,震度１,35.30333333,133.315
2006/2/11,13:01:08,九州地方南東沖,31°27.1′N,132°16.0′E,49 km,4.3,震度２,31.45166667,132.2666667
2006/2/13,4:46:44,千葉県北西部,35°34.3′N,140°06.3′E,70 km,3.9,震度１,35.57166667,140.105
2006/2/13,6:22:18,和歌山県南部,33°49.9′N,135°38.4′E,13 km,2.7,震度１,33.83166667,135.64
2006/2/13,17:23:18,山形県庄内地方,38°25.0′N,139°55.8′E,9 km,4.8,震度３,38.41666667,139.93
2006/2/13,20:37:17,島根県東部,35°22.4′N,133°18.8′E,9 km,1.9,震度１,35.37333333,133.3133333
2006/2/14,1:10:41,秋田県内陸南部,39°00.0′N,140°36.1′E,1 km,2.7,震度１,39,140.6016667
2006/2/14,2:00:57,十勝地方南部,42°21.8′N,143°07.1′E,50 km,4.2,震度２,42.36333333,143.1183333
2006/2/14,22:33:58,福岡県北西沖,33°41.9′N,130°15.0′E,4 km,2.3,震度２,33.69833333,130.25
2006/2/14,22:46:17,茨城県南部,36°10.9′N,140°03.2′E,52 km,3.6,震度２,36.18166667,140.0533333
2006/2/16,0:03:58,長野県中部,36°15.4′N,137°42.2′E,4 km,2.3,震度１,36.25666667,137.7033333
2006/2/16,3:46:30,豊後水道,33°21.5′N,132°13.6′E,44 km,3.9,震度２,33.35833333,132.2266667
2006/2/16,7:41:36,新島・神津島近海,34°12.9′N,139°09.1′E,10 km,2,震度１,34.215,139.1516667
2006/2/16,23:10:45,岐阜県美濃中西部,35°41.3′N,136°25.3′E,14 km,4.4,震度４,35.68833333,136.4216667
2006/2/17,7:29:11,新潟県中越地方,37°13.8′N,138°36.5′E,12 km,2.2,震度１,37.23,138.6083333
2006/2/17,7:36:18,紀伊水道,34°10.6′N,135°10.2′E,5 km,2.5,震度１,34.17666667,135.17
2006/2/17,9:06:59,紀伊水道,34°10.6′N,135°10.2′E,5 km,3.1,震度２,34.17666667,135.17
2006/2/17,11:13:32,硫黄島近海,24°16.8′N,141°52.1′E,196 km,6,震度１,24.28,141.8683333
2006/2/17,12:45:06,秋田県内陸南部,39°04.6′N,140°48.7′E,9 km,3.4,震度１,39.07666667,140.8116667
2006/2/17,17:21:15,茨城県沖,36°38.9′N,141°17.0′E,47 km,4.2,震度１,36.64833333,141.2833333
2006/2/17,22:38:11,三宅島近海,34°06.0′N,139°31.9′E,2 km,2.1,震度１,34.1,139.5316667
2006/2/17,23:34:05,三宅島近海,34°05.3′N,139°31.9′E,0 km,1.9,震度１,34.08833333,139.5316667
2006/2/18,10:09:54,茨城県南部,36°05.5′N,140°01.2′E,68 km,3.4,震度１,36.09166667,140.02
2006/2/18,16:21:11,岐阜県美濃中西部,35°41.3′N,136°25.1′E,13 km,4.1,震度４,35.68833333,136.4183333
2006/2/19,3:57:48,茨城県南部,36°04.2′N,139°49.9′E,46 km,3.1,震度１,36.07,139.8316667
2006/2/19,16:08:31,種子島近海,30°34.9′N,131°10.5′E,30 km,3.5,震度１,30.58166667,131.175
2006/2/20,2:11:13,天草灘,32°04.4′N,129°52.5′E,12 km,4.1,震度２,32.07333333,129.875
2006/2/20,23:27:27,和歌山県北部,34°03.4′N,135°15.9′E,8 km,2.6,震度１,34.05666667,135.265
2006/2/21,15:01:44,神奈川県西部,35°30.4′N,139°08.5′E,18 km,2.8,震度１,35.50666667,139.1416667
2006/2/22,13:37:24,千葉県北西部,35°36.3′N,140°06.0′E,71 km,4.1,震度２,35.605,140.1
2006/2/22,17:58:42,徳島県南部,33°55.3′N,134°29.0′E,40 km,3.3,震度１,33.92166667,134.4833333
2006/2/23,6:20:22,熊本県阿蘇地方,32°52.6′N,131°06.4′E,3 km,1.5,震度１,32.87666667,131.1066667
2006/2/23,20:30:42,熊本県熊本地方,32°23.2′N,130°39.8′E,10 km,2.3,震度１,32.38666667,130.6633333
2006/2/23,21:36:59,宮城県中部,38°24.2′N,141°11.2′E,11 km,1.8,震度１,38.40333333,141.1866667
2006/2/24,5:26:13,釧路地方中南部,43°11.5′N,145°12.7′E,85 km,4,震度１,43.19166667,145.2116667
2006/2/24,17:51:51,津軽海峡,41°33.0′N,140°42.2′E,16 km,3.6,震度２,41.55,140.7033333
2006/2/24,20:42:22,岩手県沿岸北部,39°52.1′N,141°45.1′E,70 km,3.3,震度１,39.86833333,141.7516667
