date,time,epicenter,緯度,経度,depth,magnitude,maxshindo,lat,lng
2009/1/1,1:59:18,沖縄本島近海,26°23.7′N,127°35.6′E,22 km,3.1,震度１,26.395,127.5933333
2009/1/1,6:55:48,千葉県北東部,35°55.1′N,140°32.3′E,36 km,3.1,震度１,35.91833333,140.5383333
2009/1/1,8:40:44,愛知県西部,35°20.7′N,136°47.4′E,7 km,2,震度１,35.345,136.79
2009/1/1,8:49:57,浦河沖,42°05.5′N,142°34.1′E,66 km,4,震度２,42.09166667,142.5683333
2009/1/1,14:02:44,福島県会津,37°25.5′N,139°40.8′E,3 km,2.6,震度１,37.425,139.68
2009/1/2,7:15:55,新潟県中越地方,37°14.5′N,138°50.6′E,12 km,3,震度２,37.24166667,138.8433333
2009/1/2,16:42:49,東海道南方沖,32°45.1′N,138°28.3′E,345 km,5.2,震度１,32.75166667,138.4716667
2009/1/3,8:10:12,奄美大島北東沖,29°19.5′N,130°02.6′E,50 km,3.7,震度１,29.325,130.0433333
2009/1/3,16:13:04,福島県沖,37°03.7′N,141°10.3′E,51 km,4.8,震度４,37.06166667,141.1716667
2009/1/3,17:58:51,愛媛県南予,33°29.2′N,132°28.7′E,42 km,3.1,震度１,33.48666667,132.4783333
2009/1/4,1:02:41,福島県沖,37°03.5′N,141°11.9′E,50 km,3.7,震度２,37.05833333,141.1983333
2009/1/4,16:12:23,山形県村山地方,38°32.3′N,140°13.8′E,9 km,2.6,震度１,38.53833333,140.23
2009/1/4,22:36:23,西表島付近,23°57.7′N,123°34.7′E,32 km,4.5,震度２,23.96166667,123.5783333
2009/1/5,5:44:30,宮城県沖,38°47.1′N,141°38.5′E,66 km,3,震度１,38.785,141.6416667
2009/1/5,6:18:01,奄美大島近海,28°04.9′N,129°25.2′E,32 km,3.5,震度１,28.08166667,129.42
2009/1/5,10:36:28,福島県沖,36°58.3′N,141°45.4′E,50 km,4.8,震度２,36.97166667,141.7566667
2009/1/6,8:52:54,福島県沖,37°35.4′N,142°58.1′E,45 km,5,震度１,37.59,142.9683333
2009/1/6,12:37:40,石垣島近海,24°11.9′N,124°07.1′E,17 km,4.8,震度２,24.19833333,124.1183333
2009/1/6,19:59:53,新潟県上越地方,37°12.6′N,138°32.9′E,0 km,2.3,震度１,37.21,138.5483333
2009/1/7,6:44:37,福島県沖,36°58.1′N,141°32.6′E,49 km,4,震度２,36.96833333,141.5433333
2009/1/7,17:46:11,岩手県沖,40°07.0′N,142°27.9′E,34 km,3.8,震度１,40.11666667,142.465
2009/1/7,18:24:17,奄美大島北東沖,29°20.9′N,129°53.3′E,61 km,3.6,震度１,29.34833333,129.8883333
2009/1/7,18:30:56,浦河沖,41°42.0′N,142°36.1′E,38 km,3.8,震度１,41.7,142.6016667
2009/1/8,0:16:57,日向灘,32°42.3′N,132°15.4′E,38 km,3.2,震度１,32.705,132.2566667
2009/1/8,2:44:35,栃木県北部,36°48.1′N,139°23.5′E,4 km,2.7,震度２,36.80166667,139.3916667
2009/1/8,3:02:48,栃木県北部,36°48.1′N,139°23.6′E,5 km,2.2,震度１,36.80166667,139.3933333
2009/1/8,11:41:25,新潟県中越地方,37°13.1′N,138°49.7′E,10 km,4,震度２,37.21833333,138.8283333
2009/1/8,15:36:49,岩手県内陸南部,39°05.6′N,140°54.0′E,5 km,3.2,震度１,39.09333333,140.9
2009/1/8,18:02:55,福島県会津,37°15.5′N,139°54.9′E,7 km,2.1,震度１,37.25833333,139.915
2009/1/8,21:48:33,高知県中部,33°35.3′N,133°36.8′E,7 km,2.9,震度２,33.58833333,133.6133333
2009/1/9,13:00:03,宮城県北部,38°52.3′N,140°46.3′E,4 km,3,震度１,38.87166667,140.7716667
2009/1/10,3:07:13,千葉県南東沖,35°07.4′N,140°16.9′E,17 km,3,震度１,35.12333333,140.2816667
2009/1/11,2:28:11,奄美大島近海,28°42.1′N,129°32.1′E,17 km,3.4,震度１,28.70166667,129.535
