date,time,epicenter,緯度,経度,depth,magnitude,maxshindo,lat,lng
2005/1/1,5:13:49,茨城県沖,36°47.0′N,140°59.0′E,89 km,5,震度４,36.78333333,140.9833333
2005/1/1,12:38:05,福島県沖,37°19.9′N,141°46.0′E,43 km,4.1,震度１,37.33166667,141.7666667
2005/1/1,15:54:29,山口県北部,34°19.4′N,131°32.8′E,15 km,3.2,震度１,34.32333333,131.5466667
2005/1/1,19:48:59,長野県南部,35°51.7′N,137°35.0′E,6 km,2,震度１,35.86166667,137.5833333
2005/1/2,1:30:26,長野県南部,35°51.9′N,137°34.6′E,6 km,4.2,震度３,35.865,137.5766667
2005/1/2,4:36:51,新潟県上越地方,37°08.1′N,138°29.2′E,15 km,2,震度１,37.135,138.4866667
2005/1/2,12:30:01,伊予灘,33°44.7′N,131°56.0′E,73 km,4.2,震度２,33.745,131.9333333
2005/1/3,4:08:12,天草灘,31°57.5′N,130°07.8′E,10 km,3.8,震度２,31.95833333,130.13
2005/1/4,5:06:31,島根県沖,35°02.0′N,131°34.7′E,19 km,4,震度２,35.03333333,131.5783333
2005/1/5,1:43:33,埼玉県北部,36°06.5′N,139°41.0′E,85 km,3.7,震度１,36.10833333,139.6833333
2005/1/5,7:58:36,青森県東方沖,41°30.6′N,142°34.4′E,37 km,4,震度１,41.51,142.5733333
2005/1/5,17:24:25,青森県津軽北部,40°55.7′N,140°23.9′E,14 km,1.9,震度１,40.92833333,140.3983333
2005/1/5,23:01:41,岩手県沿岸北部,40°14.5′N,141°38.9′E,76 km,3.1,震度１,40.24166667,141.6483333
2005/1/5,23:49:14,新島・神津島近海,34°15.7′N,139°05.3′E,11 km,4.4,震度３,34.26166667,139.0883333
2005/1/5,23:51:03,新島・神津島近海,34°15.6′N,139°05.5′E,9 km,3,震度２,34.26,139.0916667
2005/1/6,0:32:19,新島・神津島近海,34°16.5′N,139°05.5′E,10 km,2.9,震度１,34.275,139.0916667
2005/1/6,0:45:10,新島・神津島近海,34°16.5′N,139°05.6′E,10 km,3,震度２,34.275,139.0933333
2005/1/6,1:31:25,新潟県中越地方,37°22.8′N,138°57.9′E,8 km,3.5,震度２,37.38,138.965
2005/1/6,5:47:14,宮城県北部,38°51.1′N,141°00.7′E,9 km,1.8,震度２,38.85166667,141.0116667
2005/1/6,6:06:15,長野県北部,36°40.8′N,138°14.3′E,3 km,2.7,震度２,36.68,138.2383333
2005/1/6,9:14:49,新島・神津島近海,34°16.7′N,139°05.0′E,7 km,2.5,震度１,34.27833333,139.0833333
2005/1/6,12:15:49,十勝地方南部,42°20.7′N,143°06.6′E,49 km,3.5,震度１,42.345,143.11
2005/1/6,13:46:52,宮城県北部,38°51.1′N,141°00.8′E,10 km,1.9,震度２,38.85166667,141.0133333
2005/1/6,13:52:51,宮城県北部,38°51.0′N,141°00.5′E,8 km,1.2,震度１,38.85,141.0083333
2005/1/6,22:00:39,青森県東方沖,41°27.4′N,142°06.2′E,61 km,5.3,震度３,41.45666667,142.1033333
2005/1/7,1:37:04,島根県東部,35°18.2′N,133°14.2′E,13 km,2.5,震度１,35.30333333,133.2366667
2005/1/7,2:23:21,静岡県中部,34°57.4′N,138°22.6′E,24 km,3.2,震度１,34.95666667,138.3766667
2005/1/7,5:10:55,奄美大島近海,28°26.6′N,129°17.5′E,4 km,3.4,震度１,28.44333333,129.2916667
2005/1/7,9:39:19,釧路沖,42°59.8′N,145°18.8′E,48 km,3.7,震度２,42.99666667,145.3133333
2005/1/7,19:15:14,安芸灘,33°50.8′N,132°17.7′E,51 km,3.2,震度１,33.84666667,132.295
2005/1/7,23:38:01,長野県南部,35°43.6′N,138°10.3′E,22 km,3.8,震度２,35.72666667,138.1716667
2005/1/8,12:49:23,新島・神津島近海,34°15.5′N,139°06.1′E,9 km,2.7,震度１,34.25833333,139.1016667
2005/1/8,12:53:08,新潟県中越地方,37°22.6′N,138°56.3′E,9 km,2.7,震度１,37.37666667,138.9383333
2005/1/8,16:14:57,釧路沖,42°53.5′N,145°29.4′E,43 km,4,震度１,42.89166667,145.49
2005/1/9,18:12:23,新潟県中越地方,37°22.0′N,139°01.7′E,0 km,3.2,震度２,37.36666667,139.0283333
2005/1/9,18:59:30,愛知県西部,35°18.7′N,136°51.0′E,13 km,4.7,震度４,35.31166667,136.85
2005/1/9,19:02:25,愛知県西部,35°18.6′N,136°51.1′E,12 km,2.5,震度１,35.31,136.8516667
2005/1/9,19:30:28,浦河沖,42°02.4′N,142°26.8′E,68 km,4.1,震度２,42.04,142.4466667
2005/1/9,20:15:46,新潟県中越地方,37°15.9′N,138°56.6′E,10 km,4.2,震度４,37.265,138.9433333
2005/1/9,20:18:05,新潟県中越地方,37°15.6′N,138°56.6′E,9 km,3.2,震度２,37.26,138.9433333
2005/1/9,20:33:27,三宅島近海,34°08.8′N,139°17.4′E,15 km,3.1,震度１,34.14666667,139.29
2005/1/9,20:40:28,三宅島近海,34°09.0′N,139°18.1′E,13 km,3.1,震度１,34.15,139.3016667
2005/1/9,21:34:09,新潟県中越地方,37°15.7′N,138°56.8′E,9 km,3,震度２,37.26166667,138.9466667
2005/1/9,22:31:54,愛知県西部,35°18.5′N,136°51.0′E,12 km,2.4,震度１,35.30833333,136.85
2005/1/9,22:35:06,新島・神津島近海,34°16.8′N,139°06.3′E,10 km,2.8,震度２,34.28,139.105
2005/1/10,4:02:40,愛知県西部,35°18.9′N,136°50.9′E,12 km,2.5,震度１,35.315,136.8483333
2005/1/10,11:19:35,新潟県中越地方,37°20.4′N,138°57.4′E,7 km,3.3,震度２,37.34,138.9566667
2005/1/10,11:48:24,宮城県中部,38°27.8′N,141°11.2′E,13 km,2.4,震度１,38.46333333,141.1866667
2005/1/10,18:29:28,新潟県中越地方,37°15.9′N,138°54.9′E,13 km,3,震度２,37.265,138.915
2005/1/11,6:30:00,宮城県中部,38°28.4′N,141°13.1′E,11 km,2.8,震度１,38.47333333,141.2183333
2005/1/11,10:04:45,奄美大島近海,28°58.4′N,129°46.6′E,66 km,4.2,震度１,28.97333333,129.7766667
2005/1/12,2:43:56,長野県北部,36°43.3′N,138°10.0′E,0 km,1.8,震度１,36.72166667,138.1666667
