code,pref,city,lat,lng,shindo
012025,北海道,函館市,41.768793,140.728810,1
012238,北海道,根室市,43.330076,145.582790,1
016683,北海道,白糠町,42.956177,144.071805,1
016918,北海道,別海町,43.393787,145.117271,1
016934,北海道,標津町,43.661387,145.131319,1
022012,青森県,青森市,40.822072,140.747365,1
022039,青森県,八戸市,40.512284,141.488399,2
022063,青森県,十和田市,40.612703,141.205908,1
022071,青森県,三沢市,40.683134,141.368976,1
022080,青森県,むつ市,41.292746,141.183476,1
022101,青森県,平川市,40.584011,140.566478,1
023078,青森県,外ヶ浜町,41.043159,140.632296,1
024015,青森県,野辺地町,40.864469,141.128757,1
024023,青森県,七戸町,40.697416,141.151021,2
024058,青森県,六戸町,40.609521,141.324949,1
024066,青森県,横浜町,41.083147,141.247793,1
024082,青森県,東北町,40.727876,141.257882,2
024121,青森県,おいらせ町,40.599107,141.397797,2
024244,青森県,東通村,41.277787,141.328936,2
024414,青森県,三戸町,40.378407,141.258745,1
024422,青森県,五戸町,40.531225,141.307790,2
024431,青森県,田子町,40.339962,141.152050,1
024457,青森県,南部町,40.466593,141.381986,2
024465,青森県,階上町,40.452489,141.620851,3
032018,岩手県,盛岡市,39.702053,141.154484,3
032026,岩手県,宮古市,39.641420,141.957140,3
032034,岩手県,大船渡市,39.081901,141.708530,3
032051,岩手県,花巻市,39.388578,141.116645,3
032069,岩手県,北上市,39.286765,141.113191,3
032077,岩手県,久慈市,40.190524,141.775583,2
032085,岩手県,遠野市,39.327838,141.533303,3
032093,岩手県,一関市,38.934682,141.126800,4
032107,岩手県,陸前高田市,39.027661,141.625495,3
032115,岩手県,釜石市,39.275818,141.885677,3
032131,岩手県,二戸市,40.271213,141.304817,2
032140,岩手県,八幡平市,39.956477,141.071292,2
032158,岩手県,奥州市,39.144529,141.139141,4
032166,岩手県,滝沢市,39.734684,141.077095,3
033014,岩手県,雫石町,39.696288,140.975776,2
033022,岩手県,葛巻町,40.039896,141.436465,2
033031,岩手県,岩手町,39.972590,141.212516,2
033219,岩手県,紫波町,39.554568,141.155659,2
033227,岩手県,矢巾町,39.605981,141.142889,4
033669,岩手県,西和賀町,39.434621,140.750124,2
033812,岩手県,金ケ崎町,39.195742,141.116324,3
034029,岩手県,平泉町,38.986662,141.113822,3
034410,岩手県,住田町,39.142230,141.575047,3
034614,岩手県,大槌町,39.358231,141.899422,3
