code,pref,city,lat,lng,shindo
011011,北海道,札幌中央区,43.055460,141.340956,1
011029,北海道,札幌北区,43.090850,141.340831,3
011037,北海道,札幌東区,43.076069,141.363722,2
011045,北海道,札幌白石区,43.047687,141.405078,2
011053,北海道,札幌豊平区,43.031291,141.380106,2
011061,北海道,札幌南区,42.990031,141.353497,2
011070,北海道,札幌西区,43.074470,141.300889,1
011088,北海道,札幌厚別区,43.036408,141.474789,2
011096,北海道,札幌手稲区,43.121944,141.245632,2
011100,北海道,札幌清田区,42.999636,141.443830,2
012025,北海道,函館市,41.768793,140.728810,3
012033,北海道,小樽市,43.190717,140.994662,2
012041,北海道,旭川市,43.770636,142.364819,1
012050,北海道,室蘭市,42.315231,140.973799,3
012068,北海道,釧路市,42.984854,144.381356,3
012076,北海道,帯広市,42.923899,143.196103,3
012084,北海道,北見市,43.804031,143.895876,2
012106,北海道,岩見沢市,43.196206,141.775933,2
012114,北海道,網走市,44.020632,144.273398,1
012122,北海道,留萌市,43.940987,141.637012,1
012131,北海道,苫小牧市,42.634302,141.605372,3
012157,北海道,美唄市,43.332881,141.853785,2
012165,北海道,芦別市,43.518166,142.189436,2
012173,北海道,江別市,43.103745,141.536247,2
012181,北海道,赤平市,43.558074,142.044211,1
012190,北海道,紋別市,44.356484,143.354503,1
012203,北海道,士別市,44.178734,142.400404,1
012211,北海道,名寄市,44.355938,142.463167,1
012220,北海道,三笠市,43.245435,141.875327,2
012238,北海道,根室市,43.330076,145.582790,3
012246,北海道,千歳市,42.820958,141.650876,3
012254,北海道,滝川市,43.557795,141.910190,2
012262,北海道,砂川市,43.494843,141.903465,2
012289,北海道,深川市,43.723260,142.053538,1
012297,北海道,富良野市,43.342140,142.383225,2
012301,北海道,登別市,42.412760,141.106632,2
012319,北海道,恵庭市,42.882562,141.577815,2
012335,北海道,伊達市,42.471851,140.864679,2
012343,北海道,北広島市,42.985630,141.563543,2
012351,北海道,石狩市,43.171384,141.315520,2
012360,北海道,北斗市,41.824060,140.652903,3
013030,北海道,当別町,43.223683,141.517072,2
013048,北海道,新篠津村,43.225424,141.649216,3
013315,北海道,松前町,41.430037,140.110435,2
013331,北海道,知内町,41.598356,140.418963,3
013340,北海道,木古内町,41.678264,140.437568,3
013374,北海道,七飯町,41.895720,140.694280,2
013439,北海道,鹿部町,42.038487,140.815939,2
013455,北海道,森町,42.104795,140.576324,2
013463,北海道,八雲町,42.255999,140.265281,2
013471,北海道,長万部町,42.513688,140.380633,2
013617,北海道,江差町,41.869156,140.127460,2
013625,北海道,上ノ国町,41.801082,140.121348,3
013633,北海道,厚沢部町,41.920901,140.225472,3
013641,北海道,乙部町,41.968501,140.135719,2
013676,北海道,奥尻町,42.172278,139.514008,2
013714,北海道,せたな町,42.417161,139.882988,2
013919,北海道,島牧村,42.700520,140.061460,1
013935,北海道,黒松内町,42.667864,140.307540,2
013943,北海道,蘭越町,42.809075,140.528312,1
013951,北海道,ニセコ町,42.804705,140.687493,2
013960,北海道,真狩村,42.762971,140.803744,2
013978,北海道,留寿都村,42.737360,140.875591,2
013986,北海道,喜茂別町,42.795472,140.934500,1
014001,北海道,倶知安町,42.901829,140.758698,2
015717,北海道,豊浦町,42.583447,140.711832,1
015849,北海道,洞爺湖町,42.551269,140.764098,2
014028,北海道,岩内町,42.979785,140.514753,1
014087,北海道,余市町,43.195232,140.783467,1
014095,北海道,赤井川村,43.083490,140.813481,2
014231,北海道,南幌町,43.063727,141.650069,3
014249,北海道,奈井江町,43.425106,141.882788,2
014605,北海道,上富良野町,43.455661,142.467073,1
014613,北海道,中富良野町,43.405671,142.425136,2
014621,北海道,南富良野町,43.163979,142.568488,2
014273,北海道,由仁町,42.999605,141.790338,2
014281,北海道,長沼町,43.010353,141.695252,3
014290,北海道,栗山町,43.056309,141.784255,2
014303,北海道,月形町,43.338436,141.669451,2
014311,北海道,浦臼町,43.430322,141.818837,1
014320,北海道,新十津川町,43.548547,141.877032,2
014338,北海道,妹背牛町,43.700112,141.961711,2
014346,北海道,秩父別町,43.767013,141.957958,2
014362,北海道,雨竜町,43.643924,141.888990,1
014371,北海道,北竜町,43.731356,141.879022,2
014389,北海道,沼田町,43.806802,141.933272,2
014729,北海道,幌加内町,44.009854,142.153933,1
014541,北海道,当麻町,43.828177,142.508366,2
014591,北海道,美瑛町,43.588187,142.466972,1
014648,北海道,和寒町,44.023068,142.413306,1
014656,北海道,剣淵町,44.095677,142.361221,2
016357,北海道,新得町,43.079796,142.838737,2
016365,北海道,清水町,43.011356,142.884540,2
014630,北海道,占冠村,42.979779,142.398357,2
015814,北海道,厚真町,42.723662,141.877935,3
015857,北海道,安平町,42.762815,141.818017,3
015865,北海道,むかわ町,42.574807,141.926750,3
016438,北海道,幕別町,42.908234,143.355969,3
016446,北海道,池田町,42.928955,143.448355,3
016454,北海道,豊頃町,42.801052,143.505919,3
016462,北海道,本別町,43.124712,143.610573,3
014818,北海道,増毛町,43.856033,141.525198,1
015113,北海道,猿払村,45.330616,142.109192,1
015431,北海道,美幌町,43.823782,144.107042,2
015440,北海道,津別町,43.706453,144.025032,2
015644,北海道,大空町,43.911850,144.172709,2
015458,北海道,斜里町,43.911513,144.670605,2
015466,北海道,清里町,43.835216,144.594562,2
015474,北海道,小清水町,43.856852,144.462025,2
015491,北海道,訓子府町,43.725255,143.741730,2
015504,北海道,置戸町,43.676323,143.586397,2
015521,北海道,佐呂間町,44.017756,143.774506,1
015555,北海道,遠軽町,44.061953,143.527947,2
015598,北海道,湧別町,44.151598,143.572894,2
015610,北海道,興部町,44.469878,143.123891,1
015750,北海道,壮瞥町,42.552283,140.886014,2
015784,北海道,白老町,42.551260,141.355955,2
016012,北海道,日高町,42.480290,142.074398,2
016021,北海道,平取町,42.585081,142.128523,2
016047,北海道,新冠町,42.362406,142.318332,3
016071,北海道,浦河町,42.168516,142.768120,3
016080,北海道,様似町,42.127853,142.933550,3
016098,北海道,えりも町,42.016280,143.148443,2
016101,北海道,新ひだか町,42.341281,142.368591,3
016314,北海道,音更町,42.994143,143.197960,2
016322,北海道,士幌町,43.168027,143.241377,2
016331,北海道,上士幌町,43.232548,143.296189,2
016349,北海道,鹿追町,43.099102,142.989043,3
016373,北海道,芽室町,42.911860,143.050863,2
016381,北海道,中札内村,42.697614,143.132443,2
016390,北海道,更別村,42.650351,143.187858,2
016411,北海道,大樹町,42.497540,143.278814,3
016420,北海道,広尾町,42.285838,143.311496,3
016471,北海道,足寄町,43.244801,143.553905,3
016489,北海道,陸別町,43.468981,143.747243,2
016497,北海道,浦幌町,42.808927,143.658396,4
016624,北海道,厚岸町,43.051871,144.847360,3
016632,北海道,浜中町,43.077145,145.129369,2
016641,北海道,標茶町,43.303440,144.600779,3
016659,北海道,弟子屈町,43.485348,144.459221,3
016675,北海道,鶴居村,43.229887,144.321216,2
016683,北海道,白糠町,42.956177,144.071805,3
016918,北海道,別海町,43.393787,145.117271,3
016926,北海道,中標津町,43.555242,144.971391,3
016934,北海道,標津町,43.661387,145.131319,3
016942,北海道,羅臼町,44.021876,145.189620,2
022012,青森県,青森市,40.822072,140.747365,4
022021,青森県,弘前市,40.603124,140.463922,3
022039,青森県,八戸市,40.512284,141.488399,5強
022047,青森県,黒石市,40.642632,140.594645,3
022055,青森県,五所川原市,40.808002,140.440090,3
022063,青森県,十和田市,40.612703,141.205908,4
022071,青森県,三沢市,40.683134,141.368976,4
022080,青森県,むつ市,41.292746,141.183476,4
022098,青森県,つがる市,40.808639,140.380059,4
022101,青森県,平川市,40.584011,140.566478,3
023019,青森県,平内町,40.926031,140.955920,4
023035,青森県,今別町,41.181757,140.481654,3
023043,青森県,蓬田村,40.971714,140.655966,3
023078,青森県,外ヶ浜町,41.043159,140.632296,4
023213,青森県,鰺ヶ沢町,40.779913,140.208695,2
023230,青森県,深浦町,40.647895,139.927375,3
023434,青森県,西目屋村,40.576709,140.296288,3
023612,青森県,藤崎町,40.656069,140.502811,3
023621,青森県,大鰐町,40.518188,140.567828,2
023671,青森県,田舎館村,40.631252,140.550116,3
023817,青森県,板柳町,40.695894,140.457324,3
023841,青森県,鶴田町,40.758605,140.428382,3
023876,青森県,中泊町,40.965179,140.439840,3
024015,青森県,野辺地町,40.864469,141.128757,4
024023,青森県,七戸町,40.697416,141.151021,4
024058,青森県,六戸町,40.609521,141.324949,4
024066,青森県,横浜町,41.083147,141.247793,3
024082,青森県,東北町,40.727876,141.257882,4
024112,青森県,六ヶ所村,40.967344,141.374552,3
024121,青森県,おいらせ町,40.599107,141.397797,5弱
024236,青森県,大間町,41.526771,140.907438,3
024244,青森県,東通村,41.277787,141.328936,4
024252,青森県,風間浦村,41.487574,140.995729,2
024261,青森県,佐井村,41.429706,140.859129,2
024414,青森県,三戸町,40.378407,141.258745,4
024422,青森県,五戸町,40.531225,141.307790,5弱
024431,青森県,田子町,40.339962,141.152050,4
024457,青森県,南部町,40.466593,141.381986,5弱
024465,青森県,階上町,40.452489,141.620851,5弱
024503,青森県,新郷村,40.465626,141.173464,3
032018,岩手県,盛岡市,39.702053,141.154484,5強
032026,岩手県,宮古市,39.641420,141.957140,5弱
032034,岩手県,大船渡市,39.081901,141.708530,6弱
032051,岩手県,花巻市,39.388578,141.116645,5強
032069,岩手県,北上市,39.286765,141.113191,5強
032077,岩手県,久慈市,40.190524,141.775583,5弱
032085,岩手県,遠野市,39.327838,141.533303,5強
032093,岩手県,一関市,38.934682,141.126800,6弱
032115,岩手県,釜石市,39.275818,141.885677,6弱
032131,岩手県,二戸市,40.271213,141.304817,4
032140,岩手県,八幡平市,39.956477,141.071292,5強
032158,岩手県,奥州市,39.144529,141.139141,6弱
032166,岩手県,滝沢市,39.734684,141.077095,5強
033014,岩手県,雫石町,39.696288,140.975776,4
033022,岩手県,葛巻町,40.039896,141.436465,4
033219,岩手県,紫波町,39.554568,141.155659,5弱
033227,岩手県,矢巾町,39.605981,141.142889,6弱
033669,岩手県,西和賀町,39.434621,140.750124,4
