JMAcode,pref,city,lat,lng,rank,shindo
130601,東京都,神津島村,34.205267,139.134255,1,1
180101,福井県,福井市,36.064067,136.219494,1,1
180107,福井県,坂井市,36.166925,136.231457,1,1
180111,福井県,越前町,35.974208,136.129743,1,1
180201,福井県,敦賀市,35.645244,136.055441,1,1
180202,福井県,小浜市,35.495593,135.746644,1,1
180204,福井県,高浜町,35.490428,135.550990,1,1
180206,福井県,若狭町,35.461888,135.857211,1,1
190107,山梨県,忍野村,35.460098,138.847861,1,1
190108,山梨県,山中湖村,35.410645,138.860917,1,1
200204,長野県,諏訪市,36.039142,138.114182,1,1
200301,長野県,飯田市,35.514978,137.821447,1,1
210206,岐阜県,土岐市,35.352500,137.183202,1,1
210302,岐阜県,大垣市,35.359384,136.612750,1,1
210305,岐阜県,羽島市,35.319910,136.703349,1,1
210306,岐阜県,各務原市,35.398869,136.848264,1,1
210308,岐阜県,瑞穂市,35.404094,136.649774,1,1
210311,岐阜県,海津市,35.220492,136.636662,1,1
210318,岐阜県,輪之内町,35.285108,136.637435,2,2
210319,岐阜県,安八町,35.335391,136.665409,1,1
230203,愛知県,名古屋北区,35.194206,136.911519,1,1
230204,愛知県,名古屋西区,35.189117,136.890033,1,1
230211,愛知県,名古屋港区,35.107772,136.885567,1,1
230212,愛知県,名古屋南区,35.095169,136.931242,1,1
230218,愛知県,一宮市,35.303890,136.802933,1,1
230222,愛知県,津島市,35.177029,136.741214,1,1
230242,愛知県,愛西市,35.153141,136.728100,1,1
230245,愛知県,弥富市,35.110018,136.724739,1,1
230247,愛知県,あま市,35.170304,136.800830,1,1
230248,愛知県,長久手市,35.184126,137.048762,1,1
230254,愛知県,蟹江町,35.132331,136.786746,1,1
230255,愛知県,飛島村,35.078848,136.791078,2,2
240101,三重県,四日市市,34.965157,136.624485,1,1
240102,三重県,桑名市,35.062216,136.683803,1,1
240103,三重県,鈴鹿市,34.881880,136.584209,1,1
240106,三重県,木曽岬町,35.075980,136.731328,1,1
240108,三重県,菰野町,35.020068,136.507344,1,1
240110,三重県,川越町,35.023009,136.673865,1,1
240201,三重県,津市,34.718596,136.505698,2,2
240202,三重県,松阪市,34.577993,136.527593,1,1
240304,三重県,熊野市,33.888604,136.100237,1,1
240311,三重県,紀北町,34.211533,136.337313,2,2
240313,三重県,紀宝町,33.733773,136.009670,1,1
250101,滋賀県,彦根市,35.274461,136.259623,1,1
250201,滋賀県,大津市,35.017893,135.854607,1,1
250202,滋賀県,近江八幡市,35.128339,136.097907,1,1
250206,滋賀県,甲賀市,34.966139,136.167092,1,1
260104,京都府,宮津市,35.535577,135.195567,1,1
260105,京都府,京丹後市,35.624166,135.061000,2,2
260107,京都府,与謝野町,35.565309,135.152841,1,1
260204,京都府,京都中京区,35.010425,135.751411,1,1
260206,京都府,京都下京区,34.987655,135.755533,1,1
260207,京都府,京都南区,34.976661,135.746495,1,1
260209,京都府,京都伏見区,34.936030,135.761410,1,1
260210,京都府,京都山科区,34.972336,135.813697,1,1
260211,京都府,京都西京区,34.985104,135.693420,1,1
260212,京都府,宇治市,34.884461,135.799854,1,1
260213,京都府,亀岡市,35.013408,135.573609,1,1
260214,京都府,城陽市,34.853008,135.779974,1,1
260215,京都府,向日市,34.948736,135.698288,1,1
260216,京都府,長岡京市,34.926771,135.695785,1,1
260217,京都府,八幡市,34.875555,135.707621,1,1
260219,京都府,南丹市,35.107374,135.470260,1,1
260221,京都府,大山崎町,34.902806,135.688476,1,1
260222,京都府,久御山町,34.881500,135.732607,2,2
260227,京都府,精華町,34.760856,135.785833,1,1
270101,大阪府,大阪都島区,34.701279,135.528090,1,1
270102,大阪府,大阪福島区,34.692337,135.472229,2,2
270103,大阪府,大阪此花区,34.683049,135.452328,2,2
270104,大阪府,大阪西区,34.676231,135.486059,1,1
270105,大阪府,大阪港区,34.663918,135.460681,2,2
270106,大阪府,大阪大正区,34.650403,135.472700,2,2
270107,大阪府,大阪天王寺区,34.657917,135.519362,2,2
270108,大阪府,大阪浪速区,34.659444,135.499630,1,1
270109,大阪府,大阪西淀川区,34.711348,135.456202,2,2
270110,大阪府,大阪東淀川区,34.741214,135.529423,1,1
270111,大阪府,大阪東成区,34.670002,135.541268,2,2
270112,大阪府,大阪生野区,34.653751,135.534413,2,2
270113,大阪府,大阪旭区,34.721177,135.544220,1,1
270114,大阪府,大阪城東区,34.701890,135.545973,1,1
270115,大阪府,大阪阿倍野区,34.638969,135.518496,2,2
270116,大阪府,大阪住吉区,34.603673,135.500632,1,1
270117,大阪府,大阪東住吉区,34.622163,135.526601,1,1
270118,大阪府,大阪西成区,34.634872,135.494373,2,2
270119,大阪府,大阪淀川区,34.721026,135.486711,1,1
270120,大阪府,大阪鶴見区,34.704329,135.574198,2,2
270121,大阪府,大阪住之江区,34.609675,135.482742,1,1
270122,大阪府,大阪平野区,34.621199,135.546072,1,1
270123,大阪府,大阪北区,34.705362,135.510025,1,1
270124,大阪府,大阪中央区,34.681261,135.509801,2,2
270125,大阪府,豊中市,34.781266,135.469739,2,2
270126,大阪府,池田市,34.821705,135.428444,1,1
270127,大阪府,吹田市,34.759453,135.516860,1,1
270128,大阪府,高槻市,34.846159,135.617272,1,1
270129,大阪府,守口市,34.737695,135.563904,1,1
270130,大阪府,枚方市,34.814340,135.650658,1,1
270131,大阪府,茨木市,34.816338,135.568505,1,1
270132,大阪府,八尾市,34.626864,135.600978,2,2
270133,大阪府,寝屋川市,34.766093,135.628100,2,2
270134,大阪府,大東市,34.712015,135.623659,2,2
270135,大阪府,箕面市,34.826930,135.470463,1,1
270137,大阪府,門真市,34.739542,135.586890,2,2
270138,大阪府,摂津市,34.777356,135.561817,1,1
270139,大阪府,東大阪市,34.679330,135.601012,1,1
270140,大阪府,四條畷市,34.739941,135.639533,2,2
270141,大阪府,交野市,34.787944,135.679953,2,2
270142,大阪府,島本町,34.883925,135.662970,1,1
270201,大阪府,堺堺区,34.573254,135.483101,2,2
270202,大阪府,堺中区,34.528342,135.498636,1,1
270203,大阪府,堺東区,34.538192,135.536591,1,1
270204,大阪府,堺西区,34.534999,135.463972,2,2
270205,大阪府,堺南区,34.486527,135.490568,2,2
270206,大阪府,堺北区,34.565350,135.517178,1,1
270208,大阪府,岸和田市,34.460634,135.370829,2,2
270209,大阪府,泉大津市,34.504279,135.410464,2,2
270210,大阪府,貝塚市,34.437584,135.358517,1,1
270211,大阪府,泉佐野市,34.406848,135.327337,2,2
270212,大阪府,富田林市,34.499527,135.597128,2,2
270214,大阪府,松原市,34.577879,135.551850,2,2
270215,大阪府,和泉市,34.483527,135.423557,2,2
270216,大阪府,羽曳野市,34.558035,135.606212,2,2
270217,大阪府,高石市,34.520717,135.442452,2,2
270218,大阪府,藤井寺市,34.574277,135.597474,1,1
270219,大阪府,泉南市,34.366005,135.273339,2,2
270220,大阪府,大阪狭山市,34.503795,135.555693,2,2
270221,大阪府,阪南市,34.359583,135.239670,1,1
270222,大阪府,忠岡町,34.487093,135.401323,1,1
270223,大阪府,熊取町,34.401283,135.355785,1,1
270224,大阪府,田尻町,34.393774,135.291174,2,2
270225,大阪府,岬町,34.316978,135.142139,1,1
270226,大阪府,太子町,34.518682,135.647661,1,1
270228,大阪府,千早赤阪村,34.464587,135.622537,1,1
280101,兵庫県,豊岡市,35.544575,134.820181,3,3
280104,兵庫県,香美町,35.632186,134.629178,1,1
280201,兵庫県,神戸東灘区,34.720228,135.265455,1,1
280202,兵庫県,神戸灘区,34.712329,135.239657,1,1
280203,兵庫県,神戸兵庫区,34.680578,135.165291,1,1
280204,兵庫県,神戸長田区,34.665638,135.151026,1,1
280206,兵庫県,神戸垂水区,34.630252,135.056766,1,1
280208,兵庫県,神戸中央区,34.695124,135.197852,1,1
280209,兵庫県,神戸西区,34.683239,134.981602,2,2
280210,兵庫県,尼崎市,34.733734,135.406376,1,1
280211,兵庫県,明石市,34.643107,134.997179,1,1
280212,兵庫県,西宮市,34.737597,135.341564,2,2
280213,兵庫県,芦屋市,34.726950,135.304162,1,1
280214,兵庫県,伊丹市,34.784306,135.400947,1,1
280215,兵庫県,加古川市,34.756950,134.841177,2,2
280217,兵庫県,宝塚市,34.799767,135.360073,2,2
280218,兵庫県,三木市,34.796944,134.990197,1,1
280219,兵庫県,高砂市,34.766201,134.790442,2,2
280220,兵庫県,川西市,34.830135,135.417278,1,1
280221,兵庫県,小野市,34.853193,134.931376,1,1
280222,兵庫県,三田市,34.889996,135.225453,1,1
280223,兵庫県,加西市,34.927936,134.841622,1,1
280224,兵庫県,丹波篠山市,35.075661,135.219051,1,1
280226,兵庫県,加東市,34.918573,134.973381,1,1
280228,兵庫県,多可町,35.050335,134.923275,1,1
280229,兵庫県,稲美町,34.748807,134.913551,1,1
280230,兵庫県,播磨町,34.715299,134.867912,2,2
280301,兵庫県,姫路市,34.815149,134.685353,2,2
280302,兵庫県,相生市,34.803601,134.468066,2,2
280303,兵庫県,赤穂市,34.754956,134.390284,2,2
280304,兵庫県,宍粟市,35.004417,134.549466,1,1
280305,兵庫県,たつの市,34.857863,134.545360,2,2
280307,兵庫県,福崎町,34.950302,134.760248,1,1
280309,兵庫県,太子町,34.833264,134.572255,1,1
280310,兵庫県,上郡町,34.873563,134.356098,2,2
280311,兵庫県,佐用町,35.004346,134.355734,1,1
280401,兵庫県,洲本市,34.342426,134.895620,1,1
280402,兵庫県,南あわじ市,34.294480,134.779855,2,2
280403,兵庫県,淡路市,34.439699,134.915016,2,2
290101,奈良県,奈良市,34.685087,135.805000,1,1
290102,奈良県,大和高田市,34.515046,135.736392,1,1
290103,奈良県,大和郡山市,34.649374,135.782755,1,1
290104,奈良県,天理市,34.596647,135.837331,1,1
290106,奈良県,桜井市,34.518714,135.843216,1,1
290108,奈良県,御所市,34.463331,135.740240,1,1
290110,奈良県,香芝市,34.541256,135.698937,1,1
290111,奈良県,葛城市,34.511119,135.706917,2,2
290116,奈良県,斑鳩町,34.608849,135.730591,1,1
290117,奈良県,安堵町,34.606480,135.756781,1,1
290118,奈良県,川西町,34.584394,135.774038,2,2
290119,奈良県,三宅町,34.573698,135.773144,2,2
290120,奈良県,田原本町,34.556601,135.794876,1,1
290127,奈良県,広陵町,34.542784,135.750835,2,2
290128,奈良県,河合町,34.578472,135.736672,1,1
300101,和歌山県,和歌山市,34.230511,135.170808,2,2
300103,和歌山県,橋本市,34.315053,135.605296,1,1
300104,和歌山県,有田市,34.083095,135.127635,2,2
300105,和歌山県,御坊市,33.891492,135.152346,2,2
300106,和歌山県,紀の川市,34.269860,135.362757,2,2
300107,和歌山県,岩出市,34.256295,135.311323,1,1
300108,和歌山県,紀美野町,34.167225,135.307489,1,1
300109,和歌山県,かつらぎ町,34.296396,135.503836,1,1
300112,和歌山県,湯浅町,34.029394,135.190452,1,1
300113,和歌山県,広川町,34.030032,135.172993,1,1
300114,和歌山県,有田川町,34.065322,135.254432,1,1
300115,和歌山県,美浜町,33.893756,135.133101,2,2
300116,和歌山県,日高町,33.925730,135.140883,2,2
300117,和歌山県,由良町,33.959223,135.118349,1,1
300119,和歌山県,みなべ町,33.772324,135.321442,1,1
300120,和歌山県,日高川町,33.911783,135.185875,1,1
300201,和歌山県,田辺市,33.728034,135.377768,1,1
300202,和歌山県,新宮市,33.724108,135.992955,1,1
300203,和歌山県,白浜町,33.678165,135.348134,1,1
300204,和歌山県,上富田町,33.696366,135.428830,1,1
300208,和歌山県,古座川町,33.531840,135.814802,1,1
310101,鳥取県,鳥取市,35.501133,134.235091,3,3
310104,鳥取県,智頭町,35.265050,134.226612,1,1
310105,鳥取県,八頭町,35.409207,134.250526,1,1
310201,鳥取県,倉吉市,35.430179,133.825561,1,1
310202,鳥取県,三朝町,35.408508,133.862306,1,1
