code,pref,city,lat,lng,shindo
073687,福島県,南会津町,37.200395,139.773199,1
102067,群馬県,沼田市,36.646077,139.044161,1
104213,群馬県,中之条町,36.589893,138.840986,2
104434,群馬県,片品村,36.772469,139.225243,1
151084,新潟県,新潟西蒲区,37.760464,138.889284,1
152021,新潟県,長岡市,37.446265,138.851277,3
152056,新潟県,柏崎市,37.371900,138.558984,5弱
152081,新潟県,小千谷市,37.314339,138.795100,2
152102,新潟県,十日町市,37.127582,138.755708,3
152161,新潟県,糸魚川市,37.039028,137.862652,1
152170,新潟県,妙高市,37.025196,138.253473,2
152226,新潟県,上越市,37.147848,138.236080,4
152242,新潟県,佐渡市,38.018353,138.368082,1
152251,新潟県,魚沼市,37.244124,138.924361,2
152269,新潟県,南魚沼市,37.161428,138.925448,2
154059,新潟県,出雲崎町,37.530707,138.709303,2
154610,新潟県,湯沢町,36.934025,138.817440,1
154822,新潟県,津南町,37.014274,138.652622,1
155047,新潟県,刈羽村,37.422359,138.622442,3
162019,富山県,富山市,36.695952,137.213677,1
162043,富山県,魚津市,36.827367,137.409215,1
162060,富山県,滑川市,36.764378,137.341191,1
162078,富山県,黒部市,36.871508,137.448030,1
162108,富山県,南砺市,36.557513,136.875336,1
163210,富山県,舟橋村,36.703531,137.307377,1
172022,石川県,七尾市,37.043102,136.967518,1
172049,石川県,輪島市,37.390590,136.899196,1
173860,石川県,宝達志水町,36.862773,136.797529,1
174637,石川県,能登町,37.353216,137.244521,2
202011,長野県,長野市,36.648550,138.194243,1
202029,長野県,松本市,36.238038,137.972034,1
202061,長野県,諏訪市,36.039142,138.114182,1
202118,長野県,中野市,36.742044,138.369450,1
202185,長野県,千曲市,36.533897,138.120108,1
203491,長野県,青木村,36.370346,138.128840,1
205630,長野県,野沢温泉村,36.922902,138.440641,1
205907,長野県,飯綱町,36.763185,138.254809,2
